chembl_id	chembl_id	MIN(pp.accession)	MIN(pp.description)	MIN(do.source_domain_id)	MIN(act.standard_value)	AVG(act.standard_value)	MAX(act.standard_value)	MIN(ms.synonyms)	MIN(canonical_smiles)	MIN(pp.organism)	MIN(td.target_type)
CHEMBL1849	CHEMBL3125261	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	3.000000000000000000000000000000	3.000000000000000000000000000000	3.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCc5oc6ccccc6n5)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125262	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	21.000000000000000000000000000000	21.000000000000000000000000000000	21.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCc5oc(C)cc5)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125263	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	22.000000000000000000000000000000	22.000000000000000000000000000000	22.000000000000000000000000000000	NULL	CCCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCC(=O)OC)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125264	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1000.000000000000000000000000000000	1000.000000000000000000000000000000	1000.000000000000000000000000000000	NULL	COC(=O)CNC(=O)[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(CC(C)C)nn4C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125265	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	15.000000000000000000000000000000	15.000000000000000000000000000000	15.000000000000000000000000000000	NULL	COC(=O)CNC(=O)[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(nn4C)C5CC5	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125266	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	3.000000000000000000000000000000	3.000000000000000000000000000000	3.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCC(=O)OC)n(CC)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125267	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	11.000000000000000000000000000000	11.000000000000000000000000000000	11.000000000000000000000000000000	NULL	CCCn1nc(CC)cc1C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCC(=O)OC	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125268	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1000.000000000000000000000000000000	1000.000000000000000000000000000000	1000.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCC(=O)OC)n(CCO)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125269	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1000.000000000000000000000000000000	1000.000000000000000000000000000000	1000.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCC(=O)OC)n(Cc5ccccc5)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125270	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	4.000000000000000000000000000000	4.000000000000000000000000000000	4.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)N)n(CC)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125271	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	74.000000000000000000000000000000	74.000000000000000000000000000000	74.000000000000000000000000000000	NULL	CCNC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccc3occc3c2)NC(=O)c4cc(CC)nn4C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125272	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	34.000000000000000000000000000000	34.000000000000000000000000000000	34.000000000000000000000000000000	NULL	CCNC(=O)[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(CC)nn4C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125273	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	121.000000000000000000000000000000	121.000000000000000000000000000000	121.000000000000000000000000000000	NULL	CCNC(=O)[C@@H]1C[C@H](CN1C(=O)c2ccc3sccc3c2)NC(=O)c4cc(CC)nn4C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125274	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	215.000000000000000000000000000000	215.000000000000000000000000000000	215.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)OC)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125275	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1290.000000000000000000000000000000	1290.000000000000000000000000000000	1290.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)O)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125276	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	5.000000000000000000000000000000	5.000000000000000000000000000000	5.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCC(=O)OC)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125277	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	120.000000000000000000000000000000	120.000000000000000000000000000000	120.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2CCN(C2)C(=O)c3coc4ccccc34)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125278	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	440.000000000000000000000000000000	440.000000000000000000000000000000	440.000000000000000000000000000000	NULL	CCNC[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(CC)nn4C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125279	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	12.000000000000000000000000000000	12.000000000000000000000000000000	12.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)N)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125280	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	948.000000000000000000000000000000	948.000000000000000000000000000000	948.000000000000000000000000000000	NULL	CCN(CC)C(=O)[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(CC)nn4C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125281	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	46.000000000000000000000000000000	46.000000000000000000000000000000	46.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCC(F)(F)F)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125282	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	21.000000000000000000000000000000	21.000000000000000000000000000000	21.000000000000000000000000000000	NULL	CCCNC(=O)[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(CC)nn4C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125283	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	14.000000000000000000000000000000	14.000000000000000000000000000000	14.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCCOC)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125284	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	170.000000000000000000000000000000	170.000000000000000000000000000000	170.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCCN(C)C)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125285	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	22.000000000000000000000000000000	22.000000000000000000000000000000	22.000000000000000000000000000000	NULL	CCOC(=O)CCNC(=O)[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(CC)nn4C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3125286	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	20.000000000000000000000000000000	20.000000000000000000000000000000	20.000000000000000000000000000000	NULL	CCc1cc(C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4ccccc34)C(=O)NCCNC(=O)C)n(C)n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331272	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	7780.000000000000000000000000000000	7780.000000000000000000000000000000	7780.000000000000000000000000000000	NULL	Clc1ccc2N=CN(CC(=O)Nc3ccccc3)C(=O)c2c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331273	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	8160.000000000000000000000000000000	8160.000000000000000000000000000000	8160.000000000000000000000000000000	NULL	FC(F)(F)c1ccc(Cl)c(NC(=O)CN2C=Nc3ccccc3C2=O)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331274	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	4560.000000000000000000000000000000	4560.000000000000000000000000000000	4560.000000000000000000000000000000	NULL	FC(F)(F)c1ccc(Cl)c(NC(=O)CN2C=Nc3ccc(Cl)cc3C2=O)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331275	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	3120.000000000000000000000000000000	3120.000000000000000000000000000000	3120.000000000000000000000000000000	NULL	Clc1ccc2N=CN(CC(=O)NCc3occc3)C(=O)c2c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331276	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	7120.000000000000000000000000000000	7120.000000000000000000000000000000	7120.000000000000000000000000000000	NULL	Clc1ccc2N=CN(CC(=O)NCc3cccs3)C(=O)c2c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331277	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	8920.000000000000000000000000000000	8920.000000000000000000000000000000	8920.000000000000000000000000000000	NULL	CC1=Nc2ccccc2C(=O)N1CC(=O)Nc3ccccc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331278	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	3120.000000000000000000000000000000	3120.000000000000000000000000000000	3120.000000000000000000000000000000	NULL	CC1=Nc2ccc(Cl)cc2C(=O)N1CC(=O)Nc3ccccc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331279	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	9060.000000000000000000000000000000	9060.000000000000000000000000000000	9060.000000000000000000000000000000	NULL	CC1=Nc2ccccc2C(=O)N1CC(=O)Nc3cc(ccc3Cl)C(C)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331280	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	7160.000000000000000000000000000000	7160.000000000000000000000000000000	7160.000000000000000000000000000000	NULL	CC1=Nc2ccc(Cl)cc2C(=O)N1CC(=O)Nc3cc(ccc3Cl)C(C)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331281	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	6860.000000000000000000000000000000	6860.000000000000000000000000000000	6860.000000000000000000000000000000	NULL	CC1=Nc2ccccc2C(=O)N1CC(=O)NCc3occc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331282	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	4520.000000000000000000000000000000	4520.000000000000000000000000000000	4520.000000000000000000000000000000	NULL	CC1=Nc2ccc(Cl)cc2C(=O)N1CC(=O)NCc3occc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331283	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	6010.000000000000000000000000000000	6010.000000000000000000000000000000	6010.000000000000000000000000000000	NULL	CC1=Nc2ccccc2C(=O)N1CC(=O)NCc3cccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331284	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	6760.000000000000000000000000000000	6760.000000000000000000000000000000	6760.000000000000000000000000000000	NULL	CC1=Nc2ccc(Cl)cc2C(=O)N1CC(=O)NCc3cccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331292	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	8360.000000000000000000000000000000	8360.000000000000000000000000000000	8360.000000000000000000000000000000	NULL	CC1=Nc2ccc(Cl)cc2C(=O)N1CC(=O)NCc3nc4ccccc4s3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331293	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	5120.000000000000000000000000000000	5120.000000000000000000000000000000	5120.000000000000000000000000000000	NULL	[O-][N+](=O)c1ccc2nc(CNC(=O)CN3C=Nc4ccccc4C3=O)sc2c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3331295	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	6160.000000000000000000000000000000	6160.000000000000000000000000000000	6160.000000000000000000000000000000	NULL	CC1=Nc2ccccc2C(=O)N1CC(=O)NCc3nc4ccc(cc4s3)[N+](=O)[O-]	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3343858	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	8230.000000000000000000000000000000	8230.000000000000000000000000000000	8230.000000000000000000000000000000	NULL	[O-][N+](=O)c1ccc2N(CC(=O)NCc3ccccn3)C(=O)Oc2c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3343865	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	6820.000000000000000000000000000000	6820.000000000000000000000000000000	6820.000000000000000000000000000000	NULL	[O-][N+](=O)c1cnc(NC(=O)CN2C(=O)Oc3cc(Cl)ccc23)s1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3343866	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	5120.000000000000000000000000000000	5120.000000000000000000000000000000	5120.000000000000000000000000000000	NULL	[O-][N+](=O)c1ccc2N(CC(=O)Nc3ncc(s3)[N+](=O)[O-])C(=O)Oc2c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3343868	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	8900.000000000000000000000000000000	8900.000000000000000000000000000000	8900.000000000000000000000000000000	NULL	Clc1ccc2N(CC(=O)Nc3nc4ccccc4s3)C(=O)Oc2c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3343869	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	7620.000000000000000000000000000000	7620.000000000000000000000000000000	7620.000000000000000000000000000000	NULL	[O-][N+](=O)c1ccc2N(CC(=O)Nc3nc4ccccc4s3)C(=O)Oc2c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393958	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	2900.000000000000000000000000000000	2900.000000000000000000000000000000	2900.000000000000000000000000000000	NULL	COc1ccc(cc1)C(=O)N2CCN(CC2)C3c4ccccc4c5ccccc35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393959	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1690.000000000000000000000000000000	1690.000000000000000000000000000000	1690.000000000000000000000000000000	NULL	Clc1ccc(cc1)C(=O)N2CCN(CC2)C3c4ccccc4c5ccccc35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393961	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	250.000000000000000000000000000000	250.000000000000000000000000000000	250.000000000000000000000000000000	NULL	Cc1cccc(c1)C(=O)N2CCN(CC2)C3c4ccccc4c5ccccc35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393962	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	5990.000000000000000000000000000000	5990.000000000000000000000000000000	5990.000000000000000000000000000000	NULL	Cc1ccccc1C(=O)N2CCN(CC2)C3c4ccccc4c5ccccc35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393963	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	240.000000000000000000000000000000	240.000000000000000000000000000000	240.000000000000000000000000000000	NULL	Fc1cccc(c1)C(=O)N2CCN(CC2)C3c4ccccc4c5ccccc35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393964	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	361.000000000000000000000000000000	361.000000000000000000000000000000	361.000000000000000000000000000000	NULL	Fc1ccccc1C(=O)N2CCN(CC2)C3c4ccccc4c5ccccc35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393965	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1570.000000000000000000000000000000	1570.000000000000000000000000000000	1570.000000000000000000000000000000	NULL	Fc1ccc(F)c(c1)C(=O)N2CCN(CC2)C3c4ccccc4c5ccccc35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393966	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	9770.000000000000000000000000000000	9770.000000000000000000000000000000	9770.000000000000000000000000000000	NULL	O=C(N1CCN(CC1)C2c3ccccc3c4ccccc24)c5ccncc5	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL3393974	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	7830.000000000000000000000000000000	7830.000000000000000000000000000000	7830.000000000000000000000000000000	NULL	Cc1ccc(cc1)C(=O)N2CCN(CC2)C(c3ccccc3)c4ccccc4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL374478	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	30.000000000000000000000000000000	30.000000000000000000000000000000	30.000000000000000000000000000000	BA-411661E	CO[C@H]1\\C=C\\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\\C)c(\\C=N\\N5CCN(C)CC5)c(O)c4c3C2=O	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL384149	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1600.000000000000000000000000000000	1600.000000000000000000000000000000	1600.000000000000000000000000000000	NULL	COc1ccc(Cl)cc1NC(=O)C2CN(C3CCCCC3)C(=O)C2	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL385214	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	890.000000000000000000000000000000	890.000000000000000000000000000000	890.000000000000000000000000000000	NULL	Brc1cccc(NC(=O)C2CN(C3CCCCC3)C(=O)C2)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL385294	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1490.000000000000000000000000000000	1490.000000000000000000000000000000	1490.000000000000000000000000000000	NULL	Fc1cc(F)cc(NC(=O)C2CN(C3CCCCC3)C(=O)C2)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL385650	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1290.000000000000000000000000000000	1290.000000000000000000000000000000	1290.000000000000000000000000000000	NULL	Oc1c(cc(NC(=O)C2CN(C3CCCCCCC3)C(=O)C2)cc1c4ccccc4)c5ccccc5	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL386324	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	850.000000000000000000000000000000	850.000000000000000000000000000000	850.000000000000000000000000000000	NULL	FC(F)(F)c1cc(Br)cc(NC(=O)C2CN(C3CCCCC3)C(=O)C2)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL386329	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	320.000000000000000000000000000000	320.000000000000000000000000000000	320.000000000000000000000000000000	NULL	CN(Cc1c2ccccc2cc3ccccc13)C(=O)C4CN(C5CCCCCC5)C(=O)C4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL386655	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1390.000000000000000000000000000000	1390.000000000000000000000000000000	1390.000000000000000000000000000000	NULL	O=C(Nc1cccc2c1Cc3ccccc23)C4CN(C5CCCCC5)C(=O)C4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL387186	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	3140.000000000000000000000000000000	3140.000000000000000000000000000000	3140.000000000000000000000000000000	NULL	Cc1cc(C)cc(NC(=O)C2CN(C3CCCCC3)C(=O)C2)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL387284	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	5550.000000000000000000000000000000	5550.000000000000000000000000000000	5550.000000000000000000000000000000	NULL	CC(C)c1cccc(NC(=O)C2CN(C3CCCCC3)C(=O)C2)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL392127	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	222.000000000000000000000000000000	311.000000000000000000000000000000	400.000000000000000000000000000000	NULL	Cc1ccc(cc1)C(=O)N2CCN(CC2)C3c4ccccc4c5ccccc35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL398031	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	6260.000000000000000000000000000000	6260.000000000000000000000000000000	6260.000000000000000000000000000000	NULL	Cc1ccc(cc1)C(=O)N2CCN(CC2)c3cccc(c3)C(F)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1849	CHEMBL407324	P9WGR1	Enoyl-[acyl-carrier-protein] reductase [NADH]	PF13561	1.000000000000000000000000000000	1180.500000000000000000000000000000	2360.000000000000000000000000000000	NULL	CCCCCCc1ccc(Oc2ccccc2NC(=O)C(=O)O)c(O)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
