atomtype,cuttoff,cliques,distance,metric,code,class,auc
CA_ACC_DON,2,5,6,SrelScore08,1C0A,AMP,0.671214788732
CA_ACC_DON,2,5,6,SrelScore05,1C0A,AMP,0.631602112676
CA_ACC_DON,2,5,6,SOScore08,1C0A,AMP,0.508802816901
CA_ACC_DON,2,5,6,SOScore05,1C0A,AMP,0.490757042254
CA_ACC_DON,2,5,6,RMSD,1CT9,AMP,0.681778169014
CA_ACC_DON,2,5,6,SO,1CT9,AMP,0.484595070423
CA_ACC_DON,2,5,6,Srel,1CT9,AMP,0.565580985915
CA_ACC_DON,2,5,6,Tanimoto,1CT9,AMP,0.565580985915
CA_ACC_DON,2,5,6,GO,1CT9,AMP,0.359595070423
CA_ACC_DON,2,5,6,aaScore08,1CT9,AMP,0.322403169014
CA_ACC_DON,2,5,6,aaScore05,1CT9,AMP,0.39326584507
CA_ACC_DON,2,5,6,SrelScore08,1CT9,AMP,0.556778169014
CA_ACC_DON,2,5,6,SrelScore05,1CT9,AMP,0.486795774648
CA_ACC_DON,2,5,6,SOScore08,1CT9,AMP,0.474911971831
CA_ACC_DON,2,5,6,SOScore05,1CT9,AMP,0.447183098592
CA_ACC_DON,2,5,6,RMSD,1KHT,AMP,0.660651408451
CA_ACC_DON,2,5,6,SO,1KHT,AMP,0.431778169014
CA_ACC_DON,2,5,6,Srel,1KHT,AMP,0.483054577465
CA_ACC_DON,2,5,6,Tanimoto,1KHT,AMP,0.483054577465
CA_ACC_DON,2,5,6,GO,1KHT,AMP,0.478433098592
CA_ACC_DON,2,5,6,aaScore08,1KHT,AMP,0.348371478873
CA_ACC_DON,2,5,6,aaScore05,1KHT,AMP,0.385123239437
CA_ACC_DON,2,5,6,SrelScore08,1KHT,AMP,0.484154929577
CA_ACC_DON,2,5,6,SrelScore05,1KHT,AMP,0.483714788732
CA_ACC_DON,2,5,6,SOScore08,1KHT,AMP,0.431117957746
CA_ACC_DON,2,5,6,SOScore05,1KHT,AMP,0.416593309859
CA_ACC_DON,2,5,6,RMSD,12AS,AMP,0.638204225352
CA_ACC_DON,2,5,6,SO,12AS,AMP,0.721830985915
CA_ACC_DON,2,5,6,Srel,12AS,AMP,0.612235915493
CA_ACC_DON,2,5,6,Tanimoto,12AS,AMP,0.612235915493
CA_ACC_DON,2,5,6,GO,12AS,AMP,0.618177816901
CA_ACC_DON,2,5,6,aaScore08,12AS,AMP,0.354973591549
CA_ACC_DON,2,5,6,aaScore05,12AS,AMP,0.332526408451
CA_ACC_DON,2,5,6,SrelScore08,12AS,AMP,0.628080985915
CA_ACC_DON,2,5,6,SrelScore05,12AS,AMP,0.640845070423
CA_ACC_DON,2,5,6,SOScore08,12AS,AMP,0.728433098592
CA_ACC_DON,2,5,6,SOScore05,12AS,AMP,0.741197183099
CA_ACC_DON,2,5,6,RMSD,8GPB,AMP,0.433978873239
CA_ACC_DON,2,5,6,SO,8GPB,AMP,0.333846830986
CA_ACC_DON,2,5,6,Srel,8GPB,AMP,0.60849471831
CA_ACC_DON,2,5,6,Tanimoto,8GPB,AMP,0.60849471831
CA_ACC_DON,2,5,6,GO,8GPB,AMP,0.443661971831
CA_ACC_DON,2,5,6,aaScore08,8GPB,AMP,0.572623239437
CA_ACC_DON,2,5,6,aaScore05,8GPB,AMP,0.572843309859
CA_ACC_DON,2,5,6,SrelScore08,8GPB,AMP,0.602552816901
CA_ACC_DON,2,5,6,SrelScore05,8GPB,AMP,0.587588028169
CA_ACC_DON,2,5,6,SOScore08,8GPB,AMP,0.339128521127
CA_ACC_DON,2,5,6,SOScore05,8GPB,AMP,0.35849471831
CA_ACC_DON,2,5,6,RMSD,1TB7,AMP,0.686399647887
CA_ACC_DON,2,5,6,SO,1TB7,AMP,0.384463028169
CA_ACC_DON,2,5,6,Srel,1TB7,AMP,0.583186619718
CA_ACC_DON,2,5,6,Tanimoto,1TB7,AMP,0.583186619718
CA_ACC_DON,2,5,6,GO,1TB7,AMP,0.391065140845
CA_ACC_DON,2,5,6,aaScore08,1TB7,AMP,0.328125
CA_ACC_DON,2,5,6,aaScore05,1TB7,AMP,0.358714788732
CA_ACC_DON,2,5,6,SrelScore08,1TB7,AMP,0.566021126761
CA_ACC_DON,2,5,6,SrelScore05,1TB7,AMP,0.530149647887
CA_ACC_DON,2,5,6,SOScore08,1TB7,AMP,0.36201584507
CA_ACC_DON,2,5,6,SOScore05,1TB7,AMP,0.345290492958
CA_ACC_DON,2,5,6,RMSD,1QB8,AMP,0.448063380282
CA_ACC_DON,2,5,6,SO,1QB8,AMP,0.40713028169
CA_ACC_DON,2,5,6,Srel,1QB8,AMP,0.523547535211
CA_ACC_DON,2,5,6,Tanimoto,1QB8,AMP,0.523547535211
CA_ACC_DON,2,5,6,GO,1QB8,AMP,0.406470070423
CA_ACC_DON,2,5,6,aaScore08,1QB8,AMP,0.559639084507
CA_ACC_DON,2,5,6,aaScore05,1QB8,AMP,0.592649647887
CA_ACC_DON,2,5,6,SrelScore08,1QB8,AMP,0.519806338028
CA_ACC_DON,2,5,6,SrelScore05,1QB8,AMP,0.514964788732
CA_ACC_DON,2,5,6,SOScore08,1QB8,AMP,0.398107394366
CA_ACC_DON,2,5,6,SOScore05,1QB8,AMP,0.380061619718
CA_ACC_DON,2,5,6,RMSD,1JQI,FAD,0.503571428571
CA_ACC_DON,2,5,6,SO,1JQI,FAD,0.252182539683
CA_ACC_DON,2,5,6,Srel,1JQI,FAD,0.654761904762
CA_ACC_DON,2,5,6,Tanimoto,1JQI,FAD,0.654761904762
CA_ACC_DON,2,5,6,GO,1JQI,FAD,0.418849206349
CA_ACC_DON,2,5,6,aaScore08,1JQI,FAD,0.490873015873
CA_ACC_DON,2,5,6,aaScore05,1JQI,FAD,0.499603174603
CA_ACC_DON,2,5,6,SrelScore08,1JQI,FAD,0.647619047619
CA_ACC_DON,2,5,6,SrelScore05,1JQI,FAD,0.609126984127
CA_ACC_DON,2,5,6,SOScore08,1JQI,FAD,0.251587301587
CA_ACC_DON,2,5,6,SOScore05,1JQI,FAD,0.261111111111
CA_ACC_DON,2,5,6,RMSD,1H69,FAD,0.343650793651
CA_ACC_DON,2,5,6,SO,1H69,FAD,0.42380952381
CA_ACC_DON,2,5,6,Srel,1H69,FAD,0.642063492063
CA_ACC_DON,2,5,6,Tanimoto,1H69,FAD,0.642063492063
CA_ACC_DON,2,5,6,GO,1H69,FAD,0.425
CA_ACC_DON,2,5,6,aaScore08,1H69,FAD,0.660515873016
CA_ACC_DON,2,5,6,aaScore05,1H69,FAD,0.676984126984
CA_ACC_DON,2,5,6,SrelScore08,1H69,FAD,0.629761904762
CA_ACC_DON,2,5,6,SrelScore05,1H69,FAD,0.607341269841
CA_ACC_DON,2,5,6,SOScore08,1H69,FAD,0.420238095238
CA_ACC_DON,2,5,6,SOScore05,1H69,FAD,0.413888888889
CA_ACC_DON,2,5,6,RMSD,1HSK,FAD,0.253174603175
CA_ACC_DON,2,5,6,SO,1HSK,FAD,0.314285714286
CA_ACC_DON,2,5,6,Srel,1HSK,FAD,0.702777777778
CA_ACC_DON,2,5,6,Tanimoto,1HSK,FAD,0.702777777778
CA_ACC_DON,2,5,6,GO,1HSK,FAD,0.380555555556
CA_ACC_DON,2,5,6,aaScore08,1HSK,FAD,0.76369047619
CA_ACC_DON,2,5,6,aaScore05,1HSK,FAD,0.775595238095
CA_ACC_DON,2,5,6,SrelScore08,1HSK,FAD,0.677976190476
CA_ACC_DON,2,5,6,SrelScore05,1HSK,FAD,0.623412698413
CA_ACC_DON,2,5,6,SOScore08,1HSK,FAD,0.314682539683
CA_ACC_DON,2,5,6,SOScore05,1HSK,FAD,0.309920634921
CA_ACC_DON,2,5,6,RMSD,1E8G,FAD,0.205158730159
CA_ACC_DON,2,5,6,SO,1E8G,FAD,0.241666666667
CA_ACC_DON,2,5,6,Srel,1E8G,FAD,0.747619047619
CA_ACC_DON,2,5,6,Tanimoto,1E8G,FAD,0.747619047619
CA_ACC_DON,2,5,6,GO,1E8G,FAD,0.558531746032
CA_ACC_DON,2,5,6,aaScore08,1E8G,FAD,0.785515873016
CA_ACC_DON,2,5,6,aaScore05,1E8G,FAD,0.724404761905
CA_ACC_DON,2,5,6,SrelScore08,1E8G,FAD,0.743253968254
CA_ACC_DON,2,5,6,SrelScore05,1E8G,FAD,0.72619047619
CA_ACC_DON,2,5,6,SOScore08,1E8G,FAD,0.249603174603
CA_ACC_DON,2,5,6,SOScore05,1E8G,FAD,0.271031746032
CA_ACC_DON,2,5,6,RMSD,1POX,FAD,0.280952380952
CA_ACC_DON,2,5,6,SO,1POX,FAD,0.224206349206
CA_ACC_DON,2,5,6,Srel,1POX,FAD,0.699404761905
CA_ACC_DON,2,5,6,Tanimoto,1POX,FAD,0.699404761905
CA_ACC_DON,2,5,6,GO,1POX,FAD,0.499801587302
CA_ACC_DON,2,5,6,aaScore08,1POX,FAD,0.722420634921
CA_ACC_DON,2,5,6,aaScore05,1POX,FAD,0.692261904762
CA_ACC_DON,2,5,6,SrelScore08,1POX,FAD,0.689285714286
CA_ACC_DON,2,5,6,SrelScore05,1POX,FAD,0.679365079365
CA_ACC_DON,2,5,6,SOScore08,1POX,FAD,0.232142857143
CA_ACC_DON,2,5,6,SOScore05,1POX,FAD,0.25873015873
CA_ACC_DON,2,5,6,RMSD,3GRS,FAD,0.49880952381
CA_ACC_DON,2,5,6,SO,3GRS,FAD,0.243452380952
CA_ACC_DON,2,5,6,Srel,3GRS,FAD,0.788492063492
CA_ACC_DON,2,5,6,Tanimoto,3GRS,FAD,0.788492063492
CA_ACC_DON,2,5,6,GO,3GRS,FAD,0.498214285714
CA_ACC_DON,2,5,6,aaScore08,3GRS,FAD,0.506547619048
CA_ACC_DON,2,5,6,aaScore05,3GRS,FAD,0.528571428571
CA_ACC_DON,2,5,6,SrelScore08,3GRS,FAD,0.785714285714
CA_ACC_DON,2,5,6,SrelScore05,3GRS,FAD,0.753968253968
CA_ACC_DON,2,5,6,SOScore08,3GRS,FAD,0.250396825397
CA_ACC_DON,2,5,6,SOScore05,3GRS,FAD,0.290079365079
CA_ACC_DON,2,5,6,RMSD,1EVI,FAD,0.280357142857
CA_ACC_DON,2,5,6,SO,1EVI,FAD,0.265079365079
CA_ACC_DON,2,5,6,Srel,1EVI,FAD,0.831349206349
CA_ACC_DON,2,5,6,Tanimoto,1EVI,FAD,0.831349206349
CA_ACC_DON,2,5,6,GO,1EVI,FAD,0.412103174603
CA_ACC_DON,2,5,6,aaScore08,1EVI,FAD,0.730357142857
CA_ACC_DON,2,5,6,aaScore05,1EVI,FAD,0.736706349206
CA_ACC_DON,2,5,6,SrelScore08,1EVI,FAD,0.82619047619
CA_ACC_DON,2,5,6,SrelScore05,1EVI,FAD,0.799206349206
CA_ACC_DON,2,5,6,SOScore08,1EVI,FAD,0.263888888889
CA_ACC_DON,2,5,6,SOScore05,1EVI,FAD,0.270238095238
CA_ACC_DON,2,5,6,RMSD,1K87,FAD,0.273015873016
CA_ACC_DON,2,5,6,SO,1K87,FAD,0.0867063492063
CA_ACC_DON,2,5,6,Srel,1K87,FAD,0.686507936508
CA_ACC_DON,2,5,6,Tanimoto,1K87,FAD,0.686507936508
CA_ACC_DON,2,5,6,GO,1K87,FAD,0.391071428571
CA_ACC_DON,2,5,6,aaScore08,1K87,FAD,0.745436507937
CA_ACC_DON,2,5,6,aaScore05,1K87,FAD,0.749404761905
CA_ACC_DON,2,5,6,SrelScore08,1K87,FAD,0.672619047619
CA_ACC_DON,2,5,6,SrelScore05,1K87,FAD,0.618253968254
CA_ACC_DON,2,5,6,SOScore08,1K87,FAD,0.0769841269841
CA_ACC_DON,2,5,6,SOScore05,1K87,FAD,0.0857142857143
CA_ACC_DON,2,5,6,RMSD,1JR8,FAD,0.397420634921
CA_ACC_DON,2,5,6,SO,1JR8,FAD,0.480753968254
CA_ACC_DON,2,5,6,Srel,1JR8,FAD,0.45119047619
CA_ACC_DON,2,5,6,Tanimoto,1JR8,FAD,0.45119047619
CA_ACC_DON,2,5,6,GO,1JR8,FAD,0.533333333333
CA_ACC_DON,2,5,6,aaScore08,1JR8,FAD,0.596626984127
CA_ACC_DON,2,5,6,aaScore05,1JR8,FAD,0.578968253968
CA_ACC_DON,2,5,6,SrelScore08,1JR8,FAD,0.455753968254
CA_ACC_DON,2,5,6,SrelScore05,1JR8,FAD,0.48630952381
CA_ACC_DON,2,5,6,SOScore08,1JR8,FAD,0.48869047619
CA_ACC_DON,2,5,6,SOScore05,1JR8,FAD,0.499404761905
CA_ACC_DON,2,5,6,RMSD,1CQX,FAD,0.323412698413
CA_ACC_DON,2,5,6,SO,1CQX,FAD,0.290079365079
CA_ACC_DON,2,5,6,Srel,1CQX,FAD,0.550396825397
CA_ACC_DON,2,5,6,Tanimoto,1CQX,FAD,0.550396825397
CA_ACC_DON,2,5,6,GO,1CQX,FAD,0.37619047619
CA_ACC_DON,2,5,6,aaScore08,1CQX,FAD,0.691468253968
CA_ACC_DON,2,5,6,aaScore05,1CQX,FAD,0.72380952381
CA_ACC_DON,2,5,6,SrelScore08,1CQX,FAD,0.527777777778
CA_ACC_DON,2,5,6,SrelScore05,1CQX,FAD,0.508333333333
CA_ACC_DON,2,5,6,SOScore08,1CQX,FAD,0.273015873016
CA_ACC_DON,2,5,6,SOScore05,1CQX,FAD,0.256349206349
ACC_DON_GRE,2,5,6,RMSD,1J99,AND,0.708333333333
ACC_DON_GRE,2,5,6,SO,1J99,AND,0.38141025641
ACC_DON_GRE,2,5,6,Srel,1J99,AND,0.637820512821
ACC_DON_GRE,2,5,6,Tanimoto,1J99,AND,0.637820512821
ACC_DON_GRE,2,5,6,GO,1J99,AND,0.983974358974
ACC_DON_GRE,2,5,6,aaScore08,1J99,AND,0.179487179487
ACC_DON_GRE,2,5,6,aaScore05,1J99,AND,0.0512820512821
ACC_DON_GRE,2,5,6,SrelScore08,1J99,AND,0.727564102564
ACC_DON_GRE,2,5,6,SrelScore05,1J99,AND,0.866987179487
ACC_DON_GRE,2,5,6,SOScore08,1J99,AND,0.461538461538
ACC_DON_GRE,2,5,6,SOScore05,1J99,AND,0.63141025641
ACC_DON_GRE,2,5,6,RMSD,1E3R,AND,0.63141025641
ACC_DON_GRE,2,5,6,SO,1E3R,AND,0.142628205128
ACC_DON_GRE,2,5,6,Srel,1E3R,AND,0.567307692308
ACC_DON_GRE,2,5,6,Tanimoto,1E3R,AND,0.567307692308
ACC_DON_GRE,2,5,6,GO,1E3R,AND,0.983974358974
ACC_DON_GRE,2,5,6,aaScore08,1E3R,AND,0.237179487179
ACC_DON_GRE,2,5,6,aaScore05,1E3R,AND,0.0737179487179
ACC_DON_GRE,2,5,6,SrelScore08,1E3R,AND,0.634615384615
ACC_DON_GRE,2,5,6,SrelScore05,1E3R,AND,0.75641025641
ACC_DON_GRE,2,5,6,SOScore08,1E3R,AND,0.19391025641
ACC_DON_GRE,2,5,6,SOScore05,1E3R,AND,0.363782051282
ACC_DON_GRE,2,5,6,RMSD,1NF5,BGC,0.926136363636
ACC_DON_GRE,2,5,6,SO,1NF5,BGC,0.625
ACC_DON_GRE,2,5,6,Srel,1NF5,BGC,0.679383116883
ACC_DON_GRE,2,5,6,Tanimoto,1NF5,BGC,0.679383116883
ACC_DON_GRE,2,5,6,GO,1NF5,BGC,0.845779220779
ACC_DON_GRE,2,5,6,aaScore08,1NF5,BGC,0.0616883116883
ACC_DON_GRE,2,5,6,aaScore05,1NF5,BGC,0.0551948051948
ACC_DON_GRE,2,5,6,SrelScore08,1NF5,BGC,0.693993506494
ACC_DON_GRE,2,5,6,SrelScore05,1NF5,BGC,0.724837662338
ACC_DON_GRE,2,5,6,SOScore08,1NF5,BGC,0.656655844156
ACC_DON_GRE,2,5,6,SOScore05,1NF5,BGC,0.716720779221
ACC_DON_GRE,2,5,6,RMSD,1CQ1,BGC,0.748376623377
ACC_DON_GRE,2,5,6,SO,1CQ1,BGC,0.542207792208
ACC_DON_GRE,2,5,6,Srel,1CQ1,BGC,0.872564935065
ACC_DON_GRE,2,5,6,Tanimoto,1CQ1,BGC,0.872564935065
ACC_DON_GRE,2,5,6,GO,1CQ1,BGC,0.771915584416
ACC_DON_GRE,2,5,6,aaScore08,1CQ1,BGC,0.228896103896
ACC_DON_GRE,2,5,6,aaScore05,1CQ1,BGC,0.186688311688
ACC_DON_GRE,2,5,6,SrelScore08,1CQ1,BGC,0.878246753247
ACC_DON_GRE,2,5,6,SrelScore05,1CQ1,BGC,0.900974025974
ACC_DON_GRE,2,5,6,SOScore08,1CQ1,BGC,0.554383116883
ACC_DON_GRE,2,5,6,SOScore05,1CQ1,BGC,0.593344155844
ACC_DON_GRE,2,5,6,RMSD,2GBP,BGC,0.933441558442
ACC_DON_GRE,2,5,6,SO,2GBP,BGC,0.813311688312
ACC_DON_GRE,2,5,6,Srel,2GBP,BGC,0.711038961039
ACC_DON_GRE,2,5,6,Tanimoto,2GBP,BGC,0.711038961039
ACC_DON_GRE,2,5,6,GO,2GBP,BGC,0.835227272727
ACC_DON_GRE,2,5,6,aaScore08,2GBP,BGC,0.0600649350649
ACC_DON_GRE,2,5,6,aaScore05,2GBP,BGC,0.0503246753247
ACC_DON_GRE,2,5,6,SrelScore08,2GBP,BGC,0.746753246753
ACC_DON_GRE,2,5,6,SrelScore05,2GBP,BGC,0.808441558442
ACC_DON_GRE,2,5,6,SOScore08,2GBP,BGC,0.836038961039
ACC_DON_GRE,2,5,6,SOScore05,2GBP,BGC,0.876623376623
ACC_DON_GRE,2,5,6,RMSD,1HEX,NAD,0.455357142857
ACC_DON_GRE,2,5,6,SO,1HEX,NAD,0.559203296703
ACC_DON_GRE,2,5,6,Srel,1HEX,NAD,0.487912087912
ACC_DON_GRE,2,5,6,Tanimoto,1HEX,NAD,0.487912087912
ACC_DON_GRE,2,5,6,GO,1HEX,NAD,0.597802197802
ACC_DON_GRE,2,5,6,aaScore08,1HEX,NAD,0.525137362637
ACC_DON_GRE,2,5,6,aaScore05,1HEX,NAD,0.476648351648
ACC_DON_GRE,2,5,6,SrelScore08,1HEX,NAD,0.497664835165
ACC_DON_GRE,2,5,6,SrelScore05,1HEX,NAD,0.519230769231
ACC_DON_GRE,2,5,6,SOScore08,1HEX,NAD,0.56978021978
ACC_DON_GRE,2,5,6,SOScore05,1HEX,NAD,0.583791208791
ACC_DON_GRE,2,5,6,RMSD,2A5F,NAD,0.561401098901
ACC_DON_GRE,2,5,6,SO,2A5F,NAD,0.484340659341
ACC_DON_GRE,2,5,6,Srel,2A5F,NAD,0.45260989011
ACC_DON_GRE,2,5,6,Tanimoto,2A5F,NAD,0.45260989011
ACC_DON_GRE,2,5,6,GO,2A5F,NAD,0.651648351648
ACC_DON_GRE,2,5,6,aaScore08,2A5F,NAD,0.411675824176
ACC_DON_GRE,2,5,6,aaScore05,2A5F,NAD,0.358104395604
ACC_DON_GRE,2,5,6,SrelScore08,2A5F,NAD,0.464285714286
ACC_DON_GRE,2,5,6,SrelScore05,2A5F,NAD,0.504395604396
ACC_DON_GRE,2,5,6,SOScore08,2A5F,NAD,0.490934065934
ACC_DON_GRE,2,5,6,SOScore05,2A5F,NAD,0.519505494505
ACC_DON_GRE,2,5,6,RMSD,1OG3,NAD,0.53956043956
ACC_DON_GRE,2,5,6,SO,1OG3,NAD,0.38021978022
ACC_DON_GRE,2,5,6,Srel,1OG3,NAD,0.393818681319
ACC_DON_GRE,2,5,6,Tanimoto,1OG3,NAD,0.393818681319
ACC_DON_GRE,2,5,6,GO,1OG3,NAD,0.695467032967
ACC_DON_GRE,2,5,6,aaScore08,1OG3,NAD,0.430769230769
ACC_DON_GRE,2,5,6,aaScore05,1OG3,NAD,0.377884615385
ACC_DON_GRE,2,5,6,SrelScore08,1OG3,NAD,0.404945054945
ACC_DON_GRE,2,5,6,SrelScore05,1OG3,NAD,0.445879120879
ACC_DON_GRE,2,5,6,SOScore08,1OG3,NAD,0.389423076923
ACC_DON_GRE,2,5,6,SOScore05,1OG3,NAD,0.418818681319
ACC_DON_GRE,2,5,6,RMSD,1S7G,NAD,0.446016483516
ACC_DON_GRE,2,5,6,SO,1S7G,NAD,0.349587912088
ACC_DON_GRE,2,5,6,Srel,1S7G,NAD,0.476648351648
ACC_DON_GRE,2,5,6,Tanimoto,1S7G,NAD,0.476648351648
ACC_DON_GRE,2,5,6,GO,1S7G,NAD,0.617445054945
ACC_DON_GRE,2,5,6,aaScore08,1S7G,NAD,0.522527472527
ACC_DON_GRE,2,5,6,aaScore05,1S7G,NAD,0.459752747253
ACC_DON_GRE,2,5,6,SrelScore08,1S7G,NAD,0.48956043956
ACC_DON_GRE,2,5,6,SrelScore05,1S7G,NAD,0.515659340659
ACC_DON_GRE,2,5,6,SOScore08,1S7G,NAD,0.363324175824
ACC_DON_GRE,2,5,6,SOScore05,1S7G,NAD,0.396016483516
ACC_DON_GRE,2,5,6,RMSD,1QAX,NAD,0.499862637363
ACC_DON_GRE,2,5,6,SO,1QAX,NAD,0.319093406593
ACC_DON_GRE,2,5,6,Srel,1QAX,NAD,0.448214285714
ACC_DON_GRE,2,5,6,Tanimoto,1QAX,NAD,0.448214285714
ACC_DON_GRE,2,5,6,GO,1QAX,NAD,0.582005494505
ACC_DON_GRE,2,5,6,aaScore08,1QAX,NAD,0.48282967033
ACC_DON_GRE,2,5,6,aaScore05,1QAX,NAD,0.44793956044
ACC_DON_GRE,2,5,6,SrelScore08,1QAX,NAD,0.459065934066
ACC_DON_GRE,2,5,6,SrelScore05,1QAX,NAD,0.506181318681
ACC_DON_GRE,2,5,6,SOScore08,1QAX,NAD,0.327884615385
ACC_DON_GRE,2,5,6,SOScore05,1QAX,NAD,0.372802197802
ACC_DON_GRE,2,5,6,RMSD,1T2D,NAD,0.58543956044
ACC_DON_GRE,2,5,6,SO,1T2D,NAD,0.425961538462
ACC_DON_GRE,2,5,6,Srel,1T2D,NAD,0.599862637363
ACC_DON_GRE,2,5,6,Tanimoto,1T2D,NAD,0.599862637363
ACC_DON_GRE,2,5,6,GO,1T2D,NAD,0.613873626374
ACC_DON_GRE,2,5,6,aaScore08,1T2D,NAD,0.396016483516
ACC_DON_GRE,2,5,6,aaScore05,1T2D,NAD,0.384340659341
ACC_DON_GRE,2,5,6,SrelScore08,1T2D,NAD,0.604807692308
ACC_DON_GRE,2,5,6,SrelScore05,1T2D,NAD,0.624587912088
ACC_DON_GRE,2,5,6,SOScore08,1T2D,NAD,0.436401098901
ACC_DON_GRE,2,5,6,SOScore05,1T2D,NAD,0.457554945055
ACC_DON_GRE,2,5,6,RMSD,1MI3,NAD,0.47239010989
ACC_DON_GRE,2,5,6,SO,1MI3,NAD,0.296153846154
ACC_DON_GRE,2,5,6,Srel,1MI3,NAD,0.41043956044
ACC_DON_GRE,2,5,6,Tanimoto,1MI3,NAD,0.41043956044
ACC_DON_GRE,2,5,6,GO,1MI3,NAD,0.517582417582
ACC_DON_GRE,2,5,6,aaScore08,1MI3,NAD,0.530906593407
ACC_DON_GRE,2,5,6,aaScore05,1MI3,NAD,0.487087912088
ACC_DON_GRE,2,5,6,SrelScore08,1MI3,NAD,0.419230769231
ACC_DON_GRE,2,5,6,SrelScore05,1MI3,NAD,0.422802197802
ACC_DON_GRE,2,5,6,SOScore08,1MI3,NAD,0.301648351648
ACC_DON_GRE,2,5,6,SOScore05,1MI3,NAD,0.311538461538
ACC_DON_GRE,2,5,6,RMSD,1IB0,NAD,0.595741758242
ACC_DON_GRE,2,5,6,SO,1IB0,NAD,0.359340659341
ACC_DON_GRE,2,5,6,Srel,1IB0,NAD,0.248626373626
ACC_DON_GRE,2,5,6,Tanimoto,1IB0,NAD,0.248626373626
ACC_DON_GRE,2,5,6,GO,1IB0,NAD,0.54793956044
ACC_DON_GRE,2,5,6,aaScore08,1IB0,NAD,0.396153846154
ACC_DON_GRE,2,5,6,aaScore05,1IB0,NAD,0.401785714286
ACC_DON_GRE,2,5,6,SrelScore08,1IB0,NAD,0.257142857143
ACC_DON_GRE,2,5,6,SrelScore05,1IB0,NAD,0.317032967033
ACC_DON_GRE,2,5,6,SOScore08,1IB0,NAD,0.365796703297
ACC_DON_GRE,2,5,6,SOScore05,1IB0,NAD,0.391071428571
ACC_DON_GRE,2,5,6,RMSD,1TOX,NAD,0.585576923077
ACC_DON_GRE,2,5,6,SO,1TOX,NAD,0.440659340659
ACC_DON_GRE,2,5,6,Srel,1TOX,NAD,0.496703296703
ACC_DON_GRE,2,5,6,Tanimoto,1TOX,NAD,0.496703296703
ACC_DON_GRE,2,5,6,GO,1TOX,NAD,0.596565934066
ACC_DON_GRE,2,5,6,aaScore08,1TOX,NAD,0.409752747253
ACC_DON_GRE,2,5,6,aaScore05,1TOX,NAD,0.405357142857
ACC_DON_GRE,2,5,6,SrelScore08,1TOX,NAD,0.501648351648
ACC_DON_GRE,2,5,6,SrelScore05,1TOX,NAD,0.526510989011
ACC_DON_GRE,2,5,6,SOScore08,1TOX,NAD,0.446016483516
ACC_DON_GRE,2,5,6,SOScore05,1TOX,NAD,0.46717032967
ACC_DON_GRE,2,5,6,RMSD,1RLZ,NAD,0.488324175824
ACC_DON_GRE,2,5,6,SO,1RLZ,NAD,0.446153846154
ACC_DON_GRE,2,5,6,Srel,1RLZ,NAD,0.469642857143
ACC_DON_GRE,2,5,6,Tanimoto,1RLZ,NAD,0.469642857143
ACC_DON_GRE,2,5,6,GO,1RLZ,NAD,0.666071428571
ACC_DON_GRE,2,5,6,aaScore08,1RLZ,NAD,0.478434065934
ACC_DON_GRE,2,5,6,aaScore05,1RLZ,NAD,0.388324175824
ACC_DON_GRE,2,5,6,SrelScore08,1RLZ,NAD,0.489835164835
ACC_DON_GRE,2,5,6,SrelScore05,1RLZ,NAD,0.541758241758
ACC_DON_GRE,2,5,6,SOScore08,1RLZ,NAD,0.456456043956
ACC_DON_GRE,2,5,6,SOScore05,1RLZ,NAD,0.500412087912
ACC_DON_GRE,2,5,6,RMSD,2NPX,NAD,0.442307692308
ACC_DON_GRE,2,5,6,SO,2NPX,NAD,0.375824175824
ACC_DON_GRE,2,5,6,Srel,2NPX,NAD,0.486813186813
ACC_DON_GRE,2,5,6,Tanimoto,2NPX,NAD,0.486813186813
ACC_DON_GRE,2,5,6,GO,2NPX,NAD,0.513598901099
ACC_DON_GRE,2,5,6,aaScore08,2NPX,NAD,0.558379120879
ACC_DON_GRE,2,5,6,aaScore05,2NPX,NAD,0.542994505495
ACC_DON_GRE,2,5,6,SrelScore08,2NPX,NAD,0.480906593407
ACC_DON_GRE,2,5,6,SrelScore05,2NPX,NAD,0.480906593407
ACC_DON_GRE,2,5,6,SOScore08,2NPX,NAD,0.381456043956
ACC_DON_GRE,2,5,6,SOScore05,2NPX,NAD,0.393269230769
ACC_DON_GRE,2,5,6,RMSD,1MEW,NAD,0.529120879121
ACC_DON_GRE,2,5,6,SO,1MEW,NAD,0.623489010989
ACC_DON_GRE,2,5,6,Srel,1MEW,NAD,0.573763736264
ACC_DON_GRE,2,5,6,Tanimoto,1MEW,NAD,0.573763736264
ACC_DON_GRE,2,5,6,GO,1MEW,NAD,0.489423076923
ACC_DON_GRE,2,5,6,aaScore08,1MEW,NAD,0.478571428571
ACC_DON_GRE,2,5,6,aaScore05,1MEW,NAD,0.48956043956
ACC_DON_GRE,2,5,6,SrelScore08,1MEW,NAD,0.571978021978
ACC_DON_GRE,2,5,6,SrelScore05,1MEW,NAD,0.561538461538
ACC_DON_GRE,2,5,6,SOScore08,1MEW,NAD,0.624038461538
ACC_DON_GRE,2,5,6,SOScore05,1MEW,NAD,0.633104395604
ACC_DON_GRE,2,5,6,RMSD,1EJ2,NAD,0.538186813187
ACC_DON_GRE,2,5,6,SO,1EJ2,NAD,0.289972527473
