atomtype,cuttoff,clique,distance,metric,code,class,auc
ACC_DON_GRE,1.5,5,6,aaScore05,1I78,BOG,0.4413580247
ACC_DON_GRE,1.5,5,6,SrelScore08,1I78,BOG,0.450617284
ACC_DON_GRE,1.5,5,6,SrelScore05,1I78,BOG,0.4172839506
ACC_DON_GRE,1.5,5,6,SOScore08,1I78,BOG,0.2896604938
ACC_DON_GRE,1.5,5,6,SOScore05,1I78,BOG,0.2844135802
ACC_DON_GRE,1.5,5,6,RMSD,3B6H,BOG,0.5145061728
ACC_DON_GRE,1.5,5,6,SO,3B6H,BOG,0.2933641975
ACC_DON_GRE,1.5,5,6,Srel,3B6H,BOG,0.3793209877
ACC_DON_GRE,1.5,5,6,Tanimoto,3B6H,BOG,0.3793209877
ACC_DON_GRE,1.5,5,6,GO,3B6H,BOG,0.4047839506
ACC_DON_GRE,1.5,5,6,aaScore08,3B6H,BOG,0.4944444444
ACC_DON_GRE,1.5,5,6,aaScore05,3B6H,BOG,0.5158950617
ACC_DON_GRE,1.5,5,6,SrelScore08,3B6H,BOG,0.3635802469
ACC_DON_GRE,1.5,5,6,SrelScore05,3B6H,BOG,0.3399691358
ACC_DON_GRE,1.5,5,6,SOScore08,3B6H,BOG,0.2885802469
ACC_DON_GRE,1.5,5,6,SOScore05,3B6H,BOG,0.2888888889
ACC_DON_GRE,1.5,5,6,RMSD,2CZV,BOG,0.6577160494
ACC_DON_GRE,1.5,5,6,SO,2CZV,BOG,0.3283950617
ACC_DON_GRE,1.5,5,6,Srel,2CZV,BOG,0.4509259259
ACC_DON_GRE,1.5,5,6,Tanimoto,2CZV,BOG,0.4509259259
ACC_DON_GRE,1.5,5,6,GO,2CZV,BOG,0.6529320988
ACC_DON_GRE,1.5,5,6,aaScore08,2CZV,BOG,0.3296296296
ACC_DON_GRE,1.5,5,6,aaScore05,2CZV,BOG,0.3049382716
ACC_DON_GRE,1.5,5,6,SrelScore08,2CZV,BOG,0.462037037
ACC_DON_GRE,1.5,5,6,SrelScore05,2CZV,BOG,0.4814814815
ACC_DON_GRE,1.5,5,6,SOScore08,2CZV,BOG,0.3367283951
ACC_DON_GRE,1.5,5,6,SOScore05,2CZV,BOG,0.3783950617
CA_ACC_DON_GRE,1.5,5,6,RMSD,1DXR,LDA,0.4584876543
CA_ACC_DON_GRE,1.5,5,6,SO,1DXR,LDA,0.6313271605
CA_ACC_DON_GRE,1.5,5,6,Srel,1DXR,LDA,0.699845679
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1DXR,LDA,0.699845679
CA_ACC_DON_GRE,1.5,5,6,GO,1DXR,LDA,0.7197530864
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1DXR,LDA,0.5146604938
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1DXR,LDA,0.487345679
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1DXR,LDA,0.7268518519
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1DXR,LDA,0.7842592593
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1DXR,LDA,0.650154321
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1DXR,LDA,0.6927469136
CA_ACC_DON_GRE,1.5,5,6,RMSD,1THQ,LDA,0.5896604938
CA_ACC_DON_GRE,1.5,5,6,SO,1THQ,LDA,0.8094135802
CA_ACC_DON_GRE,1.5,5,6,Srel,1THQ,LDA,0.7064814815
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1THQ,LDA,0.7064814815
CA_ACC_DON_GRE,1.5,5,6,GO,1THQ,LDA,0.7064814815
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1THQ,LDA,0.3950617284
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1THQ,LDA,0.3470679012
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1THQ,LDA,0.7195987654
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1THQ,LDA,0.737808642
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1THQ,LDA,0.8183641975
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1THQ,LDA,0.8189814815
CA_ACC_DON_GRE,1.5,5,6,RMSD,1KMO,LDA,0.6412037037
CA_ACC_DON_GRE,1.5,5,6,SO,1KMO,LDA,0.4229938272
CA_ACC_DON_GRE,1.5,5,6,Srel,1KMO,LDA,0.5169753086
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1KMO,LDA,0.5169753086
CA_ACC_DON_GRE,1.5,5,6,GO,1KMO,LDA,0.5609567901
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1KMO,LDA,0.3543209877
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1KMO,LDA,0.3538580247
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1KMO,LDA,0.524382716
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1KMO,LDA,0.5385802469
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1KMO,LDA,0.4270061728
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1KMO,LDA,0.4328703704
CA_ACC_DON_GRE,1.5,5,6,RMSD,1UMX,LDA,0.4658950617
CA_ACC_DON_GRE,1.5,5,6,SO,1UMX,LDA,0.6313271605
CA_ACC_DON_GRE,1.5,5,6,Srel,1UMX,LDA,0.7706790123
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1UMX,LDA,0.7706790123
CA_ACC_DON_GRE,1.5,5,6,GO,1UMX,LDA,0.5864197531
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1UMX,LDA,0.5311728395
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1UMX,LDA,0.5226851852
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1UMX,LDA,0.7816358025
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1UMX,LDA,0.7791666667
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1UMX,LDA,0.637191358
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1UMX,LDA,0.6436728395
CA_ACC_DON_GRE,1.5,5,6,RMSD,1C8U,LDA,0.4421296296
CA_ACC_DON_GRE,1.5,5,6,SO,1C8U,LDA,0.6478395062
CA_ACC_DON_GRE,1.5,5,6,Srel,1C8U,LDA,0.7233024691
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1C8U,LDA,0.7233024691
CA_ACC_DON_GRE,1.5,5,6,GO,1C8U,LDA,0.4742283951
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1C8U,LDA,0.5716049383
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1C8U,LDA,0.5807098765
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1C8U,LDA,0.7194444444
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1C8U,LDA,0.6942901235
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1C8U,LDA,0.6462962963
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1C8U,LDA,0.6191358025
CA_ACC_DON_GRE,1.5,5,6,RMSD,1XKW,LDA,0.4569444444
CA_ACC_DON_GRE,1.5,5,6,SO,1XKW,LDA,0.4853395062
CA_ACC_DON_GRE,1.5,5,6,Srel,1XKW,LDA,0.6706790123
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1XKW,LDA,0.6706790123
CA_ACC_DON_GRE,1.5,5,6,GO,1XKW,LDA,0.5824074074
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1XKW,LDA,0.5328703704
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1XKW,LDA,0.5037037037
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1XKW,LDA,0.6799382716
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1XKW,LDA,0.7055555556
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1XKW,LDA,0.5012345679
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1XKW,LDA,0.5182098765
CA_ACC_DON_GRE,1.5,5,6,RMSD,1F7S,LDA,0.5304012346
CA_ACC_DON_GRE,1.5,5,6,SO,1F7S,LDA,0.8351851852
CA_ACC_DON_GRE,1.5,5,6,Srel,1F7S,LDA,0.7793209877
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1F7S,LDA,0.7793209877
CA_ACC_DON_GRE,1.5,5,6,GO,1F7S,LDA,0.7032407407
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1F7S,LDA,0.4577160494
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1F7S,LDA,0.4257716049
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1F7S,LDA,0.7924382716
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1F7S,LDA,0.8057098765
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1F7S,LDA,0.8441358025
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1F7S,LDA,0.8700617284
CA_ACC_DON_GRE,1.5,5,6,RMSD,1AIJ,LDA,0.6452160494
CA_ACC_DON_GRE,1.5,5,6,SO,1AIJ,LDA,0.6111111111
CA_ACC_DON_GRE,1.5,5,6,Srel,1AIJ,LDA,0.6134259259
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1AIJ,LDA,0.6134259259
CA_ACC_DON_GRE,1.5,5,6,GO,1AIJ,LDA,0.5706790123
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1AIJ,LDA,0.3433641975
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1AIJ,LDA,0.324845679
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1AIJ,LDA,0.6183641975
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1AIJ,LDA,0.6229938272
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1AIJ,LDA,0.6199074074
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1AIJ,LDA,0.6270061728
CA_ACC_DON_GRE,1.5,5,6,RMSD,1AR1,LDA,0.3762345679
CA_ACC_DON_GRE,1.5,5,6,SO,1AR1,LDA,0.5393518519
CA_ACC_DON_GRE,1.5,5,6,Srel,1AR1,LDA,0.7722222222
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1AR1,LDA,0.7722222222
CA_ACC_DON_GRE,1.5,5,6,GO,1AR1,LDA,0.5669753086
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1AR1,LDA,0.6212962963
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1AR1,LDA,0.600617284
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1AR1,LDA,0.7779320988
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1AR1,LDA,0.7450617284
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1AR1,LDA,0.5390432099
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1AR1,LDA,0.5408950617
CA_ACC_DON_GRE,1.5,5,6,RMSD,1OJD,LDA,0.4555555556
CA_ACC_DON_GRE,1.5,5,6,SO,1OJD,LDA,0.837345679
CA_ACC_DON_GRE,1.5,5,6,Srel,1OJD,LDA,0.6611111111
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1OJD,LDA,0.6611111111
CA_ACC_DON_GRE,1.5,5,6,GO,1OJD,LDA,0.6561728395
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1OJD,LDA,0.5263888889
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1OJD,LDA,0.4935185185
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1OJD,LDA,0.6833333333
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1OJD,LDA,0.7058641975
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1OJD,LDA,0.837037037
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1OJD,LDA,0.8317901235
CA_ACC_DON_GRE,1.5,5,6,RMSD,1PT2,SUC,0.599382716
CA_ACC_DON_GRE,1.5,5,6,SO,1PT2,SUC,0.7327160494
CA_ACC_DON_GRE,1.5,5,6,Srel,1PT2,SUC,0.6364197531
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1PT2,SUC,0.6364197531
CA_ACC_DON_GRE,1.5,5,6,GO,1PT2,SUC,0.7018518519
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1PT2,SUC,0.3776234568
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1PT2,SUC,0.3412037037
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1PT2,SUC,0.6649691358
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1PT2,SUC,0.7094135802
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1PT2,SUC,0.7533950617
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1PT2,SUC,0.7895061728
CA_ACC_DON_GRE,1.5,5,6,RMSD,1A0T,SUC,0.4762345679
CA_ACC_DON_GRE,1.5,5,6,SO,1A0T,SUC,0.6024691358
CA_ACC_DON_GRE,1.5,5,6,Srel,1A0T,SUC,0.6529320988
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1A0T,SUC,0.6529320988
CA_ACC_DON_GRE,1.5,5,6,GO,1A0T,SUC,0.5225308642
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1A0T,SUC,0.5197530864
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1A0T,SUC,0.5111111111
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1A0T,SUC,0.6469135802
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1A0T,SUC,0.6398148148
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1A0T,SUC,0.612654321
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1A0T,SUC,0.5916666667
CA_ACC_DON_GRE,1.5,5,6,RMSD,1L0G,SUC,0.5231481481
CA_ACC_DON_GRE,1.5,5,6,SO,1L0G,SUC,0.4658950617
CA_ACC_DON_GRE,1.5,5,6,Srel,1L0G,SUC,0.6810185185
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1L0G,SUC,0.6810185185
CA_ACC_DON_GRE,1.5,5,6,GO,1L0G,SUC,0.4885802469
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1L0G,SUC,0.475462963
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1L0G,SUC,0.4643518519
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1L0G,SUC,0.6830246914
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1L0G,SUC,0.6790123457
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1L0G,SUC,0.4770061728
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1L0G,SUC,0.4893518519
CA_ACC_DON_GRE,1.5,5,6,RMSD,1UC2,SUC,0.6180555556
CA_ACC_DON_GRE,1.5,5,6,SO,1UC2,SUC,0.2606481481
CA_ACC_DON_GRE,1.5,5,6,Srel,1UC2,SUC,0.4807098765
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1UC2,SUC,0.4807098765
CA_ACC_DON_GRE,1.5,5,6,GO,1UC2,SUC,0.5668209877
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1UC2,SUC,0.3740740741
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1UC2,SUC,0.3549382716
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1UC2,SUC,0.4844135802
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1UC2,SUC,0.4989197531
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1UC2,SUC,0.2819444444
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1UC2,SUC,0.3266975309
CA_ACC_DON_GRE,1.5,5,6,RMSD,1JGI,SUC,0.5270061728
CA_ACC_DON_GRE,1.5,5,6,SO,1JGI,SUC,0.7106481481
CA_ACC_DON_GRE,1.5,5,6,Srel,1JGI,SUC,0.5864197531
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1JGI,SUC,0.5864197531
CA_ACC_DON_GRE,1.5,5,6,GO,1JGI,SUC,0.7734567901
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1JGI,SUC,0.4358024691
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1JGI,SUC,0.3447530864
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1JGI,SUC,0.6166666667
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1JGI,SUC,0.6882716049
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1JGI,SUC,0.750308642
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1JGI,SUC,0.7984567901
CA_ACC_DON_GRE,1.5,5,6,RMSD,1W2T,SUC,0.5432098765
CA_ACC_DON_GRE,1.5,5,6,SO,1W2T,SUC,0.7398148148
CA_ACC_DON_GRE,1.5,5,6,Srel,1W2T,SUC,0.6614197531
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1W2T,SUC,0.6614197531
CA_ACC_DON_GRE,1.5,5,6,GO,1W2T,SUC,0.537654321
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1W2T,SUC,0.4567901235
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1W2T,SUC,0.4432098765
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1W2T,SUC,0.6560185185
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1W2T,SUC,0.6537037037
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1W2T,SUC,0.7401234568
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1W2T,SUC,0.7302469136
CA_ACC_DON_GRE,1.5,5,6,RMSD,1TJ4,SUC,0.5280864198
CA_ACC_DON_GRE,1.5,5,6,SO,1TJ4,SUC,0.6081790123
CA_ACC_DON_GRE,1.5,5,6,Srel,1TJ4,SUC,0.5296296296
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1TJ4,SUC,0.5296296296
CA_ACC_DON_GRE,1.5,5,6,GO,1TJ4,SUC,0.6032407407
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1TJ4,SUC,0.4472222222
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1TJ4,SUC,0.4023148148
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1TJ4,SUC,0.5456790123
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1TJ4,SUC,0.5688271605
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1TJ4,SUC,0.6211419753
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1TJ4,SUC,0.6242283951
CA_ACC_DON_GRE,1.5,5,6,RMSD,1M98,SUC,0.5898148148
CA_ACC_DON_GRE,1.5,5,6,SO,1M98,SUC,0.3442901235
CA_ACC_DON_GRE,1.5,5,6,Srel,1M98,SUC,0.4790123457
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1M98,SUC,0.4790123457
CA_ACC_DON_GRE,1.5,5,6,GO,1M98,SUC,0.550462963
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1M98,SUC,0.4072530864
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1M98,SUC,0.4060185185
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1M98,SUC,0.4799382716
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1M98,SUC,0.4910493827
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1M98,SUC,0.3529320988
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1M98,SUC,0.3597222222
CA_ACC_DON_GRE,1.5,5,6,RMSD,1JJ0,SUC,0.5077160494
CA_ACC_DON_GRE,1.5,5,6,SO,1JJ0,SUC,0.5354938272
CA_ACC_DON_GRE,1.5,5,6,Srel,1JJ0,SUC,0.6324074074
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1JJ0,SUC,0.6324074074
CA_ACC_DON_GRE,1.5,5,6,GO,1JJ0,SUC,0.5742283951
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1JJ0,SUC,0.4805555556
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1JJ0,SUC,0.4390432099
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1JJ0,SUC,0.6578703704
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1JJ0,SUC,0.6705246914
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1JJ0,SUC,0.5575617284
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1JJ0,SUC,0.562808642
CA_ACC_DON_GRE,1.5,5,6,RMSD,1YLJ,SUC,0.4675925926
CA_ACC_DON_GRE,1.5,5,6,SO,1YLJ,SUC,0.3007716049
CA_ACC_DON_GRE,1.5,5,6,Srel,1YLJ,SUC,0.4472222222
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1YLJ,SUC,0.4472222222
CA_ACC_DON_GRE,1.5,5,6,GO,1YLJ,SUC,0.5787037037
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1YLJ,SUC,0.5297839506
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1YLJ,SUC,0.5180555556
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1YLJ,SUC,0.4583333333
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1YLJ,SUC,0.4854938272
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1YLJ,SUC,0.3154320988
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1YLJ,SUC,0.3490740741
CA_ACC_DON_GRE,1.5,5,6,RMSD,1R30,SAM,0.4742283951
CA_ACC_DON_GRE,1.5,5,6,SO,1R30,SAM,0.287654321
CA_ACC_DON_GRE,1.5,5,6,Srel,1R30,SAM,0.6450617284
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1R30,SAM,0.6450617284
CA_ACC_DON_GRE,1.5,5,6,GO,1R30,SAM,0.3797839506
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1R30,SAM,0.5375
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1R30,SAM,0.5597222222
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1R30,SAM,0.6191358025
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1R30,SAM,0.5615740741
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1R30,SAM,0.2814814815
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1R30,SAM,0.2768518519
CA_ACC_DON_GRE,1.5,5,6,RMSD,1P91,SAM,0.4828703704
CA_ACC_DON_GRE,1.5,5,6,SO,1P91,SAM,0.4597222222
CA_ACC_DON_GRE,1.5,5,6,Srel,1P91,SAM,0.6716049383
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1P91,SAM,0.6716049383
CA_ACC_DON_GRE,1.5,5,6,GO,1P91,SAM,0.6612654321
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1P91,SAM,0.5050925926
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1P91,SAM,0.4760802469
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1P91,SAM,0.6774691358
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1P91,SAM,0.6814814815
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1P91,SAM,0.4759259259
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1P91,SAM,0.499382716
CA_ACC_DON_GRE,1.5,5,6,RMSD,1I9G,SAM,0.4901234568
CA_ACC_DON_GRE,1.5,5,6,SO,1I9G,SAM,0.7466049383
CA_ACC_DON_GRE,1.5,5,6,Srel,1I9G,SAM,0.8291666667
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1I9G,SAM,0.8291666667
CA_ACC_DON_GRE,1.5,5,6,GO,1I9G,SAM,0.7581790123
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1I9G,SAM,0.4864197531
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1I9G,SAM,0.4302469136
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1I9G,SAM,0.8367283951
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1I9G,SAM,0.8540123457
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1I9G,SAM,0.7558641975
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1I9G,SAM,0.7703703704
CA_ACC_DON_GRE,1.5,5,6,RMSD,1HMY,SAM,0.4077160494
CA_ACC_DON_GRE,1.5,5,6,SO,1HMY,SAM,0.7557098765
CA_ACC_DON_GRE,1.5,5,6,Srel,1HMY,SAM,0.749382716
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1HMY,SAM,0.749382716
CA_ACC_DON_GRE,1.5,5,6,GO,1HMY,SAM,0.5807098765
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1HMY,SAM,0.5890432099
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1HMY,SAM,0.5726851852
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1HMY,SAM,0.7549382716
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1HMY,SAM,0.7694444444
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1HMY,SAM,0.7560185185
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1HMY,SAM,0.7646604938
CA_ACC_DON_GRE,1.5,5,6,RMSD,1QZZ,SAM,0.3606481481
CA_ACC_DON_GRE,1.5,5,6,SO,1QZZ,SAM,0.6322530864
CA_ACC_DON_GRE,1.5,5,6,Srel,1QZZ,SAM,0.7311728395
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1QZZ,SAM,0.7311728395
CA_ACC_DON_GRE,1.5,5,6,GO,1QZZ,SAM,0.6
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1QZZ,SAM,0.6225308642
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1QZZ,SAM,0.5736111111
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1QZZ,SAM,0.7206790123
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1QZZ,SAM,0.7135802469
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1QZZ,SAM,0.6325617284
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1QZZ,SAM,0.6408950617
CA_ACC_DON_GRE,1.5,5,6,RMSD,1CMC,SAM,0.3810185185
CA_ACC_DON_GRE,1.5,5,6,SO,1CMC,SAM,0.263117284
CA_ACC_DON_GRE,1.5,5,6,Srel,1CMC,SAM,0.2279320988
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1CMC,SAM,0.2279320988
CA_ACC_DON_GRE,1.5,5,6,GO,1CMC,SAM,0.6580246914
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1CMC,SAM,0.6092592593
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1CMC,SAM,0.562037037
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1CMC,SAM,0.236882716
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1CMC,SAM,0.299537037
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1CMC,SAM,0.2774691358
CA_ACC_DON_GRE,1.5,5,6,SOScore05,1CMC,SAM,0.3327160494
CA_ACC_DON_GRE,1.5,5,6,RMSD,1MSK,SAM,0.4600308642
CA_ACC_DON_GRE,1.5,5,6,SO,1MSK,SAM,0.4229938272
CA_ACC_DON_GRE,1.5,5,6,Srel,1MSK,SAM,0.4657407407
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,1MSK,SAM,0.4657407407
CA_ACC_DON_GRE,1.5,5,6,GO,1MSK,SAM,0.6077160494
CA_ACC_DON_GRE,1.5,5,6,aaScore08,1MSK,SAM,0.5294753086
CA_ACC_DON_GRE,1.5,5,6,aaScore05,1MSK,SAM,0.4939814815
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,1MSK,SAM,0.4729938272
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,1MSK,SAM,0.512654321
CA_ACC_DON_GRE,1.5,5,6,SOScore08,1MSK,SAM,0.4280864198
