Atomtypes,Cuttoff,Ncliques,Distance,Median(Score),Code,Class,AUC,Percent
CA_ACC_DON,1.5,5,6,SrelScore08,1J99,AND,0.5612244898,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1J99,AND,0.6683673469,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1J99,AND,0.1530612245,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1J99,AND,0.2551020408,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1E3R,AND,0.7806122449,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1E3R,AND,0.1989795918,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1E3R,AND,0.8265306122,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1E3R,AND,0.8265306122,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1E3R,AND,0.7193877551,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1E3R,AND,0.2040816327,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1E3R,AND,0.1836734694,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1E3R,AND,0.8265306122,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1E3R,AND,0.887755102,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1E3R,AND,0.2142857143,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1E3R,AND,0.2040816327,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1NF5,BGC,0.4407216495,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1NF5,BGC,0.8144329897,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1NF5,BGC,0.9020618557,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1NF5,BGC,0.9020618557,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1NF5,BGC,0.7474226804,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1NF5,BGC,0.5309278351,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1NF5,BGC,0.4742268041,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1NF5,BGC,0.912371134,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1NF5,BGC,0.9407216495,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1NF5,BGC,0.8608247423,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1NF5,BGC,0.8969072165,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1CQ1,BGC,0.4278350515,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1CQ1,BGC,0.4329896907,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1CQ1,BGC,0.7371134021,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1CQ1,BGC,0.7371134021,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1CQ1,BGC,0.6597938144,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1CQ1,BGC,0.5515463918,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1CQ1,BGC,0.4845360825,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1CQ1,BGC,0.7525773196,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1CQ1,BGC,0.7474226804,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1CQ1,BGC,0.4639175258,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1CQ1,BGC,0.4432989691,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,2GBP,BGC,0.9201030928,0.0003030303
CA_ACC_DON,1.5,5,6,SO,2GBP,BGC,0.618556701,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,2GBP,BGC,0.618556701,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,2GBP,BGC,0.618556701,0.0003030303
CA_ACC_DON,1.5,5,6,GO,2GBP,BGC,0.706185567,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,2GBP,BGC,0.0721649485,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,2GBP,BGC,0.0618556701,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,2GBP,BGC,0.6907216495,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,2GBP,BGC,0.7345360825,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,2GBP,BGC,0.6855670103,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,2GBP,BGC,0.7371134021,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1HEX,NAD,0.3449579832,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1HEX,NAD,0.3819327731,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1HEX,NAD,0.4798319328,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1HEX,NAD,0.4798319328,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1HEX,NAD,0.4827731092,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1HEX,NAD,0.6525210084,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1HEX,NAD,0.6487394958,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1HEX,NAD,0.4798319328,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1HEX,NAD,0.4852941176,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1HEX,NAD,0.3840336134,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1HEX,NAD,0.381512605,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,2A5F,NAD,0.3449579832,0.0003030303
CA_ACC_DON,1.5,5,6,SO,2A5F,NAD,0.4907563025,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,2A5F,NAD,0.6827731092,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,2A5F,NAD,0.6827731092,0.0003030303
CA_ACC_DON,1.5,5,6,GO,2A5F,NAD,0.6823529412,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,2A5F,NAD,0.6361344538,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,2A5F,NAD,0.5722689076,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,2A5F,NAD,0.6932773109,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,2A5F,NAD,0.7151260504,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,2A5F,NAD,0.4949579832,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,2A5F,NAD,0.5214285714,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1OG3,NAD,0.4084033613,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1OG3,NAD,0.3550420168,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1OG3,NAD,0.4932773109,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1OG3,NAD,0.4932773109,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1OG3,NAD,0.5529411765,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1OG3,NAD,0.5768907563,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1OG3,NAD,0.5415966387,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1OG3,NAD,0.4840336134,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1OG3,NAD,0.4899159664,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1OG3,NAD,0.3567226891,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1OG3,NAD,0.3634453782,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1S7G,NAD,0.4092436975,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1S7G,NAD,0.3037815126,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1S7G,NAD,0.6462184874,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1S7G,NAD,0.6462184874,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1S7G,NAD,0.5907563025,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1S7G,NAD,0.5731092437,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1S7G,NAD,0.5478991597,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1S7G,NAD,0.6592436975,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1S7G,NAD,0.6592436975,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1S7G,NAD,0.3096638655,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1S7G,NAD,0.3415966387,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1QAX,NAD,0.3718487395,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1QAX,NAD,0.2567226891,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1QAX,NAD,0.4844537815,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1QAX,NAD,0.4844537815,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1QAX,NAD,0.4743697479,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1QAX,NAD,0.6323529412,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1QAX,NAD,0.6415966387,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1QAX,NAD,0.4857142857,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1QAX,NAD,0.468907563,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1QAX,NAD,0.2584033613,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1QAX,NAD,0.2600840336,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1T2D,NAD,0.3655462185,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1T2D,NAD,0.3915966387,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1T2D,NAD,0.7260504202,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1T2D,NAD,0.7260504202,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1T2D,NAD,0.6428571429,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1T2D,NAD,0.6159663866,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1T2D,NAD,0.5642857143,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1T2D,NAD,0.7327731092,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1T2D,NAD,0.7512605042,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1T2D,NAD,0.4050420168,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1T2D,NAD,0.4348739496,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1MI3,NAD,0.3197478992,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1MI3,NAD,0.2819327731,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1MI3,NAD,0.612184874,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1MI3,NAD,0.612184874,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1MI3,NAD,0.5966386555,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1MI3,NAD,0.6701680672,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1MI3,NAD,0.6411764706,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1MI3,NAD,0.6302521008,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1MI3,NAD,0.6571428571,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1MI3,NAD,0.2823529412,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1MI3,NAD,0.2949579832,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1IB0,NAD,0.4995798319,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1IB0,NAD,0.4978991597,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1IB0,NAD,0.5516806723,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1IB0,NAD,0.5516806723,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1IB0,NAD,0.4407563025,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1IB0,NAD,0.5134453782,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1IB0,NAD,0.5142857143,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1IB0,NAD,0.5407563025,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1IB0,NAD,0.518487395,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1IB0,NAD,0.4878151261,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1IB0,NAD,0.4495798319,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1TOX,NAD,0.362605042,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1TOX,NAD,0.431512605,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1TOX,NAD,0.5105042017,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1TOX,NAD,0.5105042017,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1TOX,NAD,0.5344537815,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1TOX,NAD,0.6399159664,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1TOX,NAD,0.624789916,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1TOX,NAD,0.5151260504,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1TOX,NAD,0.531512605,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1TOX,NAD,0.4432773109,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1TOX,NAD,0.4483193277,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1RLZ,NAD,0.4676470588,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1RLZ,NAD,0.3331932773,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1RLZ,NAD,0.5890756303,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1RLZ,NAD,0.5890756303,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1RLZ,NAD,0.5672268908,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1RLZ,NAD,0.5235294118,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1RLZ,NAD,0.4924369748,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1RLZ,NAD,0.5949579832,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1RLZ,NAD,0.6050420168,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1RLZ,NAD,0.3394957983,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1RLZ,NAD,0.362184874,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,2NPX,NAD,0.5819327731,0.0003030303
CA_ACC_DON,1.5,5,6,SO,2NPX,NAD,0.4743697479,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,2NPX,NAD,0.637394958,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,2NPX,NAD,0.637394958,0.0003030303
CA_ACC_DON,1.5,5,6,GO,2NPX,NAD,0.4886554622,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,2NPX,NAD,0.412184874,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,2NPX,NAD,0.425210084,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,2NPX,NAD,0.6323529412,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,2NPX,NAD,0.6155462185,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,2NPX,NAD,0.4710084034,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,2NPX,NAD,0.468907563,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1MEW,NAD,0.5331932773,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1MEW,NAD,0.5226890756,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1MEW,NAD,0.5739495798,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1MEW,NAD,0.5739495798,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1MEW,NAD,0.5600840336,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1MEW,NAD,0.468487395,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1MEW,NAD,0.4516806723,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1MEW,NAD,0.581092437,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1MEW,NAD,0.581512605,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1MEW,NAD,0.5231092437,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1MEW,NAD,0.5462184874,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1EJ2,NAD,0.3932773109,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1EJ2,NAD,0.3193277311,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1EJ2,NAD,0.6470588235,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1EJ2,NAD,0.6470588235,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1EJ2,NAD,0.4327731092,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1EJ2,NAD,0.6235294118,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1EJ2,NAD,0.6600840336,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1EJ2,NAD,0.6415966387,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1EJ2,NAD,0.6273109244,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1EJ2,NAD,0.3180672269,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1EJ2,NAD,0.3109243697,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1O04,NAD,0.4542016807,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1O04,NAD,0.2655462185,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1O04,NAD,0.631092437,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1O04,NAD,0.631092437,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1O04,NAD,0.6180672269,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1O04,NAD,0.5386554622,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1O04,NAD,0.5109243697,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1O04,NAD,0.6504201681,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1O04,NAD,0.6584033613,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1O04,NAD,0.2697478992,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1O04,NAD,0.3042016807,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1JQ5,NAD,0.4718487395,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1JQ5,NAD,0.2676470588,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1JQ5,NAD,0.5722689076,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1JQ5,NAD,0.5722689076,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1JQ5,NAD,0.5457983193,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1JQ5,NAD,0.5197478992,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1JQ5,NAD,0.506302521,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1JQ5,NAD,0.5890756303,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1JQ5,NAD,0.5974789916,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1JQ5,NAD,0.2785714286,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1JQ5,NAD,0.306302521,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1LBY,PO4,0.4618421053,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1LBY,PO4,0.5006578947,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1LBY,PO4,0.9421052632,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1LBY,PO4,0.9421052632,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1LBY,PO4,0.4924342105,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1LBY,PO4,0.5411184211,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1LBY,PO4,0.5440789474,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1LBY,PO4,0.9506578947,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1LBY,PO4,0.9427631579,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1LBY,PO4,0.4957236842,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1LBY,PO4,0.4858552632,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1EUC,PO4,0.4930921053,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1EUC,PO4,0.7944078947,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1EUC,PO4,0.8776315789,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1EUC,PO4,0.8776315789,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1EUC,PO4,0.5131578947,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1EUC,PO4,0.4967105263,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1EUC,PO4,0.4782894737,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1EUC,PO4,0.875,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1EUC,PO4,0.8710526316,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1EUC,PO4,0.7914473684,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1EUC,PO4,0.7677631579,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1DAK,PO4,0.5815789474,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1DAK,PO4,0.3078947368,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1DAK,PO4,0.8661184211,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1DAK,PO4,0.8661184211,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1DAK,PO4,0.4789473684,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1DAK,PO4,0.4253289474,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1DAK,PO4,0.4253289474,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1DAK,PO4,0.8615131579,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1DAK,PO4,0.85,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1DAK,PO4,0.2957236842,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1DAK,PO4,0.2917763158,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1FBT,PO4,0.6092105263,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1FBT,PO4,0.6898026316,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1FBT,PO4,0.9,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1FBT,PO4,0.9,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1FBT,PO4,0.6194078947,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1FBT,PO4,0.3858552632,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1FBT,PO4,0.3805921053,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1FBT,PO4,0.8996710526,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1FBT,PO4,0.8996710526,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1FBT,PO4,0.6953947368,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1FBT,PO4,0.6993421053,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1D1Q,PO4,0.6319078947,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1D1Q,PO4,0.6006578947,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1D1Q,PO4,0.8384868421,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1D1Q,PO4,0.8384868421,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1D1Q,PO4,0.5342105263,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1D1Q,PO4,0.3601973684,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1D1Q,PO4,0.3490131579,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1D1Q,PO4,0.8398026316,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1D1Q,PO4,0.8253289474,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1D1Q,PO4,0.6105263158,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1D1Q,PO4,0.6164473684,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1B8O,PO4,0.5868421053,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1B8O,PO4,0.9414473684,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1B8O,PO4,0.8763157895,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1B8O,PO4,0.8763157895,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1B8O,PO4,0.4851973684,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1B8O,PO4,0.4243421053,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1B8O,PO4,0.4578947368,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1B8O,PO4,0.8799342105,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1B8O,PO4,0.8779605263,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1B8O,PO4,0.9398026316,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1B8O,PO4,0.9256578947,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1HO5,PO4,0.6101973684,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1HO5,PO4,0.5529605263,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1HO5,PO4,0.9243421053,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1HO5,PO4,0.9243421053,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1HO5,PO4,0.5240131579,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1HO5,PO4,0.3822368421,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1HO5,PO4,0.3723684211,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1HO5,PO4,0.91875,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1HO5,PO4,0.8917763158,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1HO5,PO4,0.5434210526,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore05,1HO5,PO4,0.5375,0.0003030303
CA_ACC_DON,1.5,5,6,RMSD,1TCO,PO4,0.4450657895,0.0003030303
CA_ACC_DON,1.5,5,6,SO,1TCO,PO4,0.7427631579,0.0003030303
CA_ACC_DON,1.5,5,6,Srel,1TCO,PO4,0.9404605263,0.0003030303
CA_ACC_DON,1.5,5,6,Tanimoto,1TCO,PO4,0.9404605263,0.0003030303
CA_ACC_DON,1.5,5,6,GO,1TCO,PO4,0.5375,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore08,1TCO,PO4,0.5641447368,0.0003030303
CA_ACC_DON,1.5,5,6,aaScore05,1TCO,PO4,0.55,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore08,1TCO,PO4,0.9361842105,0.0003030303
CA_ACC_DON,1.5,5,6,SrelScore05,1TCO,PO4,0.9319078947,0.0003030303
CA_ACC_DON,1.5,5,6,SOScore08,1TCO,PO4,0.7319078947,0.0003030303
