Atomtypes ,Cuttoff,Ncliques,Distance,Median(Score),Code,Class ,AUC
CA_ACC_DON,1.5,5,6,aaScore08,1L5W,PO4,0.4661184211
CA_ACC_DON,1.5,5,6,aaScore05,1L5W,PO4,0.4926809211
CA_ACC_DON,1.5,5,6,SrelScore08,1L5W,PO4,0.9108552632
CA_ACC_DON,1.5,5,6,SrelScore05,1L5W,PO4,0.8921875
CA_ACC_DON,1.5,5,6,SOScore08,1L5W,PO4,0.4346217105
CA_ACC_DON,1.5,5,6,SOScore05,1L5W,PO4,0.4489309211
CA_ACC_DON,1.5,5,6,RMSD,1E9G,PO4,0.6388157895
CA_ACC_DON,1.5,5,6,SO,1E9G,PO4,0.5979440789
CA_ACC_DON,1.5,5,6,Srel,1E9G,PO4,0.8904605263
CA_ACC_DON,1.5,5,6,Tanimoto,1E9G,PO4,0.8904605263
CA_ACC_DON,1.5,5,6,GO,1E9G,PO4,0.5961348684
CA_ACC_DON,1.5,5,6,aaScore08,1E9G,PO4,0.3409539474
CA_ACC_DON,1.5,5,6,aaScore05,1E9G,PO4,0.3342927632
CA_ACC_DON,1.5,5,6,SrelScore08,1E9G,PO4,0.8909539474
CA_ACC_DON,1.5,5,6,SrelScore05,1E9G,PO4,0.8796875
CA_ACC_DON,1.5,5,6,SOScore08,1E9G,PO4,0.6046875
CA_ACC_DON,1.5,5,6,SOScore05,1E9G,PO4,0.6214638158
CA_ACC_DON,1.5,5,6,RMSD,1A6Q,PO4,0.5570723684
CA_ACC_DON,1.5,5,6,SO,1A6Q,PO4,0.2262335526
CA_ACC_DON,1.5,5,6,Srel,1A6Q,PO4,0.8625
CA_ACC_DON,1.5,5,6,Tanimoto,1A6Q,PO4,0.8625
CA_ACC_DON,1.5,5,6,GO,1A6Q,PO4,0.6688322368
CA_ACC_DON,1.5,5,6,aaScore08,1A6Q,PO4,0.4118421053
CA_ACC_DON,1.5,5,6,aaScore05,1A6Q,PO4,0.3816611842
CA_ACC_DON,1.5,5,6,SrelScore08,1A6Q,PO4,0.871875
CA_ACC_DON,1.5,5,6,SrelScore05,1A6Q,PO4,0.8873355263
CA_ACC_DON,1.5,5,6,SOScore08,1A6Q,PO4,0.2407894737
CA_ACC_DON,1.5,5,6,SOScore05,1A6Q,PO4,0.2745065789
CA_ACC_DON,1.5,5,6,RMSD,1EW2,PO4,0.4747532895
CA_ACC_DON,1.5,5,6,SO,1EW2,PO4,0.6625822368
CA_ACC_DON,1.5,5,6,Srel,1EW2,PO4,0.8579769737
CA_ACC_DON,1.5,5,6,Tanimoto,1EW2,PO4,0.8579769737
CA_ACC_DON,1.5,5,6,GO,1EW2,PO4,0.6327302632
CA_ACC_DON,1.5,5,6,aaScore08,1EW2,PO4,0.4875
CA_ACC_DON,1.5,5,6,aaScore05,1EW2,PO4,0.4203125
CA_ACC_DON,1.5,5,6,SrelScore08,1EW2,PO4,0.8608552632
CA_ACC_DON,1.5,5,6,SrelScore05,1EW2,PO4,0.8674342105
CA_ACC_DON,1.5,5,6,SOScore08,1EW2,PO4,0.6787006579
CA_ACC_DON,1.5,5,6,SOScore05,1EW2,PO4,0.7022203947
CA_ACC_DON,1.5,5,6,RMSD,1EJD,PO4,0.5589638158
CA_ACC_DON,1.5,5,6,SO,1EJD,PO4,0.2592927632
CA_ACC_DON,1.5,5,6,Srel,1EJD,PO4,0.796875
CA_ACC_DON,1.5,5,6,Tanimoto,1EJD,PO4,0.796875
CA_ACC_DON,1.5,5,6,GO,1EJD,PO4,0.5282894737
CA_ACC_DON,1.5,5,6,aaScore08,1EJD,PO4,0.4375822368
CA_ACC_DON,1.5,5,6,aaScore05,1EJD,PO4,0.4303453947
CA_ACC_DON,1.5,5,6,SrelScore08,1EJD,PO4,0.7957236842
CA_ACC_DON,1.5,5,6,SrelScore05,1EJD,PO4,0.7869243421
CA_ACC_DON,1.5,5,6,SOScore08,1EJD,PO4,0.259375
CA_ACC_DON,1.5,5,6,SOScore05,1EJD,PO4,0.2764802632
CA_ACC_DON,1.5,5,6,RMSD,1GYP,PO4,0.4427631579
CA_ACC_DON,1.5,5,6,SO,1GYP,PO4,0.3690789474
CA_ACC_DON,1.5,5,6,Srel,1GYP,PO4,0.7758223684
CA_ACC_DON,1.5,5,6,Tanimoto,1GYP,PO4,0.7758223684
CA_ACC_DON,1.5,5,6,GO,1GYP,PO4,0.4889802632
CA_ACC_DON,1.5,5,6,aaScore08,1GYP,PO4,0.5514802632
CA_ACC_DON,1.5,5,6,aaScore05,1GYP,PO4,0.5454769737
CA_ACC_DON,1.5,5,6,SrelScore08,1GYP,PO4,0.7717105263
CA_ACC_DON,1.5,5,6,SrelScore05,1GYP,PO4,0.7643914474
CA_ACC_DON,1.5,5,6,SOScore08,1GYP,PO4,0.3790296053
CA_ACC_DON,1.5,5,6,SOScore05,1GYP,PO4,0.3907072368
CA_ACC_DON,1.5,5,6,RMSD,1H6L,PO4,0.5230263158
CA_ACC_DON,1.5,5,6,SO,1H6L,PO4,0.3901315789
CA_ACC_DON,1.5,5,6,Srel,1H6L,PO4,0.9189967105
CA_ACC_DON,1.5,5,6,Tanimoto,1H6L,PO4,0.9189967105
CA_ACC_DON,1.5,5,6,GO,1H6L,PO4,0.6171875
CA_ACC_DON,1.5,5,6,aaScore08,1H6L,PO4,0.4706414474
CA_ACC_DON,1.5,5,6,aaScore05,1H6L,PO4,0.4604440789
CA_ACC_DON,1.5,5,6,SrelScore08,1H6L,PO4,0.9188322368
CA_ACC_DON,1.5,5,6,SrelScore05,1H6L,PO4,0.9107730263
CA_ACC_DON,1.5,5,6,SOScore08,1H6L,PO4,0.4055098684
CA_ACC_DON,1.5,5,6,SOScore05,1H6L,PO4,0.4324835526
CA_ACC_DON,1.5,5,6,RMSD,1LYV,PO4,0.4799342105
CA_ACC_DON,1.5,5,6,SO,1LYV,PO4,0.5657072368
CA_ACC_DON,1.5,5,6,Srel,1LYV,PO4,0.8366776316
CA_ACC_DON,1.5,5,6,Tanimoto,1LYV,PO4,0.8366776316
CA_ACC_DON,1.5,5,6,GO,1LYV,PO4,0.5526315789
CA_ACC_DON,1.5,5,6,aaScore08,1LYV,PO4,0.5152960526
CA_ACC_DON,1.5,5,6,aaScore05,1LYV,PO4,0.4998355263
CA_ACC_DON,1.5,5,6,SrelScore08,1LYV,PO4,0.8412006579
CA_ACC_DON,1.5,5,6,SrelScore05,1LYV,PO4,0.8416940789
CA_ACC_DON,1.5,5,6,SOScore08,1LYV,PO4,0.5723684211
CA_ACC_DON,1.5,5,6,SOScore05,1LYV,PO4,0.5828947368
CA_ACC_DON,1.5,5,6,RMSD,1K1W,GLC,0.6045918367
CA_ACC_DON,1.5,5,6,SO,1K1W,GLC,0.4897959184
CA_ACC_DON,1.5,5,6,Srel,1K1W,GLC,0.700255102
CA_ACC_DON,1.5,5,6,Tanimoto,1K1W,GLC,0.700255102
CA_ACC_DON,1.5,5,6,GO,1K1W,GLC,0.6403061224
CA_ACC_DON,1.5,5,6,aaScore08,1K1W,GLC,0.3801020408
CA_ACC_DON,1.5,5,6,aaScore05,1K1W,GLC,0.3596938776
CA_ACC_DON,1.5,5,6,SrelScore08,1K1W,GLC,0.7091836735
CA_ACC_DON,1.5,5,6,SrelScore05,1K1W,GLC,0.7334183673
CA_ACC_DON,1.5,5,6,SOScore08,1K1W,GLC,0.5114795918
CA_ACC_DON,1.5,5,6,SOScore05,1K1W,GLC,0.5676020408
CA_ACC_DON,1.5,5,6,RMSD,1BDG,GLC,0.6721938776
CA_ACC_DON,1.5,5,6,SO,1BDG,GLC,0.5357142857
CA_ACC_DON,1.5,5,6,Srel,1BDG,GLC,0.6326530612
CA_ACC_DON,1.5,5,6,Tanimoto,1BDG,GLC,0.6326530612
CA_ACC_DON,1.5,5,6,GO,1BDG,GLC,0.6071428571
CA_ACC_DON,1.5,5,6,aaScore08,1BDG,GLC,0.3265306122
CA_ACC_DON,1.5,5,6,aaScore05,1BDG,GLC,0.3341836735
CA_ACC_DON,1.5,5,6,SrelScore08,1BDG,GLC,0.6454081633
CA_ACC_DON,1.5,5,6,SrelScore05,1BDG,GLC,0.6415816327
CA_ACC_DON,1.5,5,6,SOScore08,1BDG,GLC,0.5433673469
CA_ACC_DON,1.5,5,6,SOScore05,1BDG,GLC,0.5637755102
CA_ACC_DON,1.5,5,6,RMSD,1DNL,FMN,0.2396276596
CA_ACC_DON,1.5,5,6,SO,1DNL,FMN,0.3497340426
CA_ACC_DON,1.5,5,6,Srel,1DNL,FMN,0.4143617021
CA_ACC_DON,1.5,5,6,Tanimoto,1DNL,FMN,0.4143617021
CA_ACC_DON,1.5,5,6,GO,1DNL,FMN,0.4582446809
CA_ACC_DON,1.5,5,6,aaScore08,1DNL,FMN,0.7678191489
CA_ACC_DON,1.5,5,6,aaScore05,1DNL,FMN,0.7231382979
CA_ACC_DON,1.5,5,6,SrelScore08,1DNL,FMN,0.4143617021
CA_ACC_DON,1.5,5,6,SrelScore05,1DNL,FMN,0.4037234043
CA_ACC_DON,1.5,5,6,SOScore08,1DNL,FMN,0.3486702128
CA_ACC_DON,1.5,5,6,SOScore05,1DNL,FMN,0.3492021277
CA_ACC_DON,1.5,5,6,RMSD,1JA1,FMN,0.4162234043
CA_ACC_DON,1.5,5,6,SO,1JA1,FMN,0.4811170213
CA_ACC_DON,1.5,5,6,Srel,1JA1,FMN,0.5739361702
CA_ACC_DON,1.5,5,6,Tanimoto,1JA1,FMN,0.5739361702
CA_ACC_DON,1.5,5,6,GO,1JA1,FMN,0.4305851064
CA_ACC_DON,1.5,5,6,aaScore08,1JA1,FMN,0.5938829787
CA_ACC_DON,1.5,5,6,aaScore05,1JA1,FMN,0.607712766
CA_ACC_DON,1.5,5,6,SrelScore08,1JA1,FMN,0.5662234043
CA_ACC_DON,1.5,5,6,SrelScore05,1JA1,FMN,0.5364361702
CA_ACC_DON,1.5,5,6,SOScore08,1JA1,FMN,0.4614361702
CA_ACC_DON,1.5,5,6,SOScore05,1JA1,FMN,0.4486702128
CA_ACC_DON,1.5,5,6,RMSD,1F5V,FMN,0.3736702128
CA_ACC_DON,1.5,5,6,SO,1F5V,FMN,0.5021276596
CA_ACC_DON,1.5,5,6,Srel,1F5V,FMN,0.6164893617
CA_ACC_DON,1.5,5,6,Tanimoto,1F5V,FMN,0.6164893617
CA_ACC_DON,1.5,5,6,GO,1F5V,FMN,0.4276595745
CA_ACC_DON,1.5,5,6,aaScore08,1F5V,FMN,0.6305851064
CA_ACC_DON,1.5,5,6,aaScore05,1F5V,FMN,0.6210106383
CA_ACC_DON,1.5,5,6,SrelScore08,1F5V,FMN,0.6082446809
CA_ACC_DON,1.5,5,6,SrelScore05,1F5V,FMN,0.5901595745
CA_ACC_DON,1.5,5,6,SOScore08,1F5V,FMN,0.4989361702
CA_ACC_DON,1.5,5,6,SOScore05,1F5V,FMN,0.4808510638
CA_ACC_DON,1.5,5,6,RMSD,1P4C,FMN,0.4768617021
CA_ACC_DON,1.5,5,6,SO,1P4C,FMN,0.5303191489
CA_ACC_DON,1.5,5,6,Srel,1P4C,FMN,0.6010638298
CA_ACC_DON,1.5,5,6,Tanimoto,1P4C,FMN,0.6010638298
CA_ACC_DON,1.5,5,6,GO,1P4C,FMN,0.4574468085
CA_ACC_DON,1.5,5,6,aaScore08,1P4C,FMN,0.539893617
CA_ACC_DON,1.5,5,6,aaScore05,1P4C,FMN,0.5747340426
CA_ACC_DON,1.5,5,6,SrelScore08,1P4C,FMN,0.6021276596
CA_ACC_DON,1.5,5,6,SrelScore05,1P4C,FMN,0.5893617021
CA_ACC_DON,1.5,5,6,SOScore08,1P4C,FMN,0.5265957447
CA_ACC_DON,1.5,5,6,SOScore05,1P4C,FMN,0.5271276596
CA_ACC_DON,1.5,5,6,RMSD,1MVL,FMN,0.4210106383
CA_ACC_DON,1.5,5,6,SO,1MVL,FMN,0.2659574468
CA_ACC_DON,1.5,5,6,Srel,1MVL,FMN,0.3154255319
CA_ACC_DON,1.5,5,6,Tanimoto,1MVL,FMN,0.3154255319
CA_ACC_DON,1.5,5,6,GO,1MVL,FMN,0.5223404255
CA_ACC_DON,1.5,5,6,aaScore08,1MVL,FMN,0.5529255319
CA_ACC_DON,1.5,5,6,aaScore05,1MVL,FMN,0.5521276596
CA_ACC_DON,1.5,5,6,SrelScore08,1MVL,FMN,0.317287234
CA_ACC_DON,1.5,5,6,SrelScore05,1MVL,FMN,0.3265957447
CA_ACC_DON,1.5,5,6,SOScore08,1MVL,FMN,0.2763297872
CA_ACC_DON,1.5,5,6,SOScore05,1MVL,FMN,0.2890957447
CA_ACC_DON,1.5,5,6,RMSD,1P4M,FMN,0.5210106383
CA_ACC_DON,1.5,5,6,SO,1P4M,FMN,0.3066489362
CA_ACC_DON,1.5,5,6,Srel,1P4M,FMN,0.3949468085
CA_ACC_DON,1.5,5,6,Tanimoto,1P4M,FMN,0.3949468085
CA_ACC_DON,1.5,5,6,GO,1P4M,FMN,0.5071808511
CA_ACC_DON,1.5,5,6,aaScore08,1P4M,FMN,0.4816489362
CA_ACC_DON,1.5,5,6,aaScore05,1P4M,FMN,0.5218085106
CA_ACC_DON,1.5,5,6,SrelScore08,1P4M,FMN,0.3949468085
CA_ACC_DON,1.5,5,6,SrelScore05,1P4M,FMN,0.3845744681
CA_ACC_DON,1.5,5,6,SOScore08,1P4M,FMN,0.2989361702
CA_ACC_DON,1.5,5,6,SOScore05,1P4M,FMN,0.3026595745
CA_ACC_DON,1.5,5,6,RMSD,1LHU,EST,0.6675257732
CA_ACC_DON,1.5,5,6,SO,1LHU,EST,0.4716494845
CA_ACC_DON,1.5,5,6,Srel,1LHU,EST,0.5012886598
CA_ACC_DON,1.5,5,6,Tanimoto,1LHU,EST,0.5012886598
CA_ACC_DON,1.5,5,6,GO,1LHU,EST,0.8157216495
CA_ACC_DON,1.5,5,6,aaScore08,1LHU,EST,0.2854381443
CA_ACC_DON,1.5,5,6,aaScore05,1LHU,EST,0.2100515464
CA_ACC_DON,1.5,5,6,SrelScore08,1LHU,EST,0.5347938144
CA_ACC_DON,1.5,5,6,SrelScore05,1LHU,EST,0.599871134
CA_ACC_DON,1.5,5,6,SOScore08,1LHU,EST,0.4948453608
CA_ACC_DON,1.5,5,6,SOScore05,1LHU,EST,0.5309278351
CA_ACC_DON,1.5,5,6,RMSD,1FDS,EST,0.5283505155
CA_ACC_DON,1.5,5,6,SO,1FDS,EST,0.618556701
CA_ACC_DON,1.5,5,6,Srel,1FDS,EST,0.7113402062
CA_ACC_DON,1.5,5,6,Tanimoto,1FDS,EST,0.7113402062
CA_ACC_DON,1.5,5,6,GO,1FDS,EST,0.5451030928
CA_ACC_DON,1.5,5,6,aaScore08,1FDS,EST,0.4639175258
CA_ACC_DON,1.5,5,6,aaScore05,1FDS,EST,0.4729381443
CA_ACC_DON,1.5,5,6,SrelScore08,1FDS,EST,0.7190721649
CA_ACC_DON,1.5,5,6,SrelScore05,1FDS,EST,0.7615979381
CA_ACC_DON,1.5,5,6,SOScore08,1FDS,EST,0.6340206186
CA_ACC_DON,1.5,5,6,SOScore05,1FDS,EST,0.6469072165
CA_ACC_DON,1.5,5,6,RMSD,1QKT,EST,0.5953608247
CA_ACC_DON,1.5,5,6,SO,1QKT,EST,0.5283505155
CA_ACC_DON,1.5,5,6,Srel,1QKT,EST,0.6456185567
CA_ACC_DON,1.5,5,6,Tanimoto,1QKT,EST,0.6456185567
CA_ACC_DON,1.5,5,6,GO,1QKT,EST,0.5154639175
CA_ACC_DON,1.5,5,6,aaScore08,1QKT,EST,0.4149484536
CA_ACC_DON,1.5,5,6,aaScore05,1QKT,EST,0.4587628866
CA_ACC_DON,1.5,5,6,SrelScore08,1QKT,EST,0.6488402062
CA_ACC_DON,1.5,5,6,SrelScore05,1QKT,EST,0.6533505155
CA_ACC_DON,1.5,5,6,SOScore08,1QKT,EST,0.5341494845
CA_ACC_DON,1.5,5,6,SOScore05,1QKT,EST,0.5315721649
CA_ACC_DON,1.5,5,6,RMSD,1E2Q,ATP,0.4944096601
CA_ACC_DON,1.5,5,6,SO,1E2Q,ATP,0.4110017889
CA_ACC_DON,1.5,5,6,Srel,1E2Q,ATP,0.4808810376
CA_ACC_DON,1.5,5,6,Tanimoto,1E2Q,ATP,0.4808810376
CA_ACC_DON,1.5,5,6,GO,1E2Q,ATP,0.5648479428
CA_ACC_DON,1.5,5,6,aaScore08,1E2Q,ATP,0.4903846154
CA_ACC_DON,1.5,5,6,aaScore05,1E2Q,ATP,0.4717128801
CA_ACC_DON,1.5,5,6,SrelScore08,1E2Q,ATP,0.4815518784
CA_ACC_DON,1.5,5,6,SrelScore05,1E2Q,ATP,0.4851296959
CA_ACC_DON,1.5,5,6,SOScore08,1E2Q,ATP,0.4124552773
CA_ACC_DON,1.5,5,6,SOScore05,1E2Q,ATP,0.4283318426
CA_ACC_DON,1.5,5,6,RMSD,1RDQ,ATP,0.5091681574
CA_ACC_DON,1.5,5,6,SO,1RDQ,ATP,0.5213550984
CA_ACC_DON,1.5,5,6,Srel,1RDQ,ATP,0.6546288014
CA_ACC_DON,1.5,5,6,Tanimoto,1RDQ,ATP,0.6546288014
CA_ACC_DON,1.5,5,6,GO,1RDQ,ATP,0.5484123435
CA_ACC_DON,1.5,5,6,aaScore08,1RDQ,ATP,0.4913908766
CA_ACC_DON,1.5,5,6,aaScore05,1RDQ,ATP,0.4776386404
CA_ACC_DON,1.5,5,6,SrelScore08,1RDQ,ATP,0.6552996422
CA_ACC_DON,1.5,5,6,SrelScore05,1RDQ,ATP,0.657088551
CA_ACC_DON,1.5,5,6,SOScore08,1RDQ,ATP,0.5264982111
CA_ACC_DON,1.5,5,6,SOScore05,1RDQ,ATP,0.5260509839
CA_ACC_DON,1.5,5,6,RMSD,1DY3,ATP,0.5844141324
CA_ACC_DON,1.5,5,6,SO,1DY3,ATP,0.4004919499
CA_ACC_DON,1.5,5,6,Srel,1DY3,ATP,0.5285107335
CA_ACC_DON,1.5,5,6,Tanimoto,1DY3,ATP,0.5285107335
CA_ACC_DON,1.5,5,6,GO,1DY3,ATP,0.3848389982
CA_ACC_DON,1.5,5,6,aaScore08,1DY3,ATP,0.4364937388
CA_ACC_DON,1.5,5,6,aaScore05,1DY3,ATP,0.512745975
CA_ACC_DON,1.5,5,6,SrelScore08,1DY3,ATP,0.5192307692
CA_ACC_DON,1.5,5,6,SrelScore05,1DY3,ATP,0.4997763864
CA_ACC_DON,1.5,5,6,SOScore08,1DY3,ATP,0.3923300537
CA_ACC_DON,1.5,5,6,SOScore05,1DY3,ATP,0.3696332737
CA_ACC_DON,1.5,5,6,RMSD,1B8A,ATP,0.5450581395
CA_ACC_DON,1.5,5,6,SO,1B8A,ATP,0.4626565295
CA_ACC_DON,1.5,5,6,Srel,1B8A,ATP,0.581283542
CA_ACC_DON,1.5,5,6,Tanimoto,1B8A,ATP,0.581283542
CA_ACC_DON,1.5,5,6,GO,1B8A,ATP,0.5152057245
CA_ACC_DON,1.5,5,6,aaScore08,1B8A,ATP,0.4651162791
CA_ACC_DON,1.5,5,6,aaScore05,1B8A,ATP,0.4543828265
CA_ACC_DON,1.5,5,6,SrelScore08,1B8A,ATP,0.5859794275
CA_ACC_DON,1.5,5,6,SrelScore05,1B8A,ATP,0.5850849732
CA_ACC_DON,1.5,5,6,SOScore08,1B8A,ATP,0.4661225403
CA_ACC_DON,1.5,5,6,SOScore05,1B8A,ATP,0.4697003578
CA_ACC_DON,1.5,5,6,RMSD,1AYL,ATP,0.571891771
CA_ACC_DON,1.5,5,6,SO,1AYL,ATP,0.4079830054
CA_ACC_DON,1.5,5,6,Srel,1AYL,ATP,0.4956395349
CA_ACC_DON,1.5,5,6,Tanimoto,1AYL,ATP,0.4956395349
CA_ACC_DON,1.5,5,6,GO,1AYL,ATP,0.5136404293
CA_ACC_DON,1.5,5,6,aaScore08,1AYL,ATP,0.4298971377
CA_ACC_DON,1.5,5,6,aaScore05,1AYL,ATP,0.4335867621
CA_ACC_DON,1.5,5,6,SrelScore08,1AYL,ATP,0.490608229
CA_ACC_DON,1.5,5,6,SrelScore05,1AYL,ATP,0.4860241503
CA_ACC_DON,1.5,5,6,SOScore08,1AYL,ATP,0.4074239714
CA_ACC_DON,1.5,5,6,SOScore05,1AYL,ATP,0.4051878354
CA_ACC_DON,1.5,5,6,RMSD,1ESQ,ATP,0.5756932021
CA_ACC_DON,1.5,5,6,SO,1ESQ,ATP,0.3320661896
CA_ACC_DON,1.5,5,6,Srel,1ESQ,ATP,0.4766323792
CA_ACC_DON,1.5,5,6,Tanimoto,1ESQ,ATP,0.4766323792
CA_ACC_DON,1.5,5,6,GO,1ESQ,ATP,0.4692531306
CA_ACC_DON,1.5,5,6,aaScore08,1ESQ,ATP,0.4486806798
CA_ACC_DON,1.5,5,6,aaScore05,1ESQ,ATP,0.4929561717
CA_ACC_DON,1.5,5,6,SrelScore08,1ESQ,ATP,0.4714892665
CA_ACC_DON,1.5,5,6,SrelScore05,1ESQ,ATP,0.4689177102
CA_ACC_DON,1.5,5,6,SOScore08,1ESQ,ATP,0.33240161
CA_ACC_DON,1.5,5,6,SOScore05,1ESQ,ATP,0.3320661896
CA_ACC_DON,1.5,5,6,RMSD,1GN8,ATP,0.5209078712
CA_ACC_DON,1.5,5,6,SO,1GN8,ATP,0.3542039356
CA_ACC_DON,1.5,5,6,Srel,1GN8,ATP,0.4489042934
CA_ACC_DON,1.5,5,6,Tanimoto,1GN8,ATP,0.4489042934
CA_ACC_DON,1.5,5,6,GO,1GN8,ATP,0.5809481216
CA_ACC_DON,1.5,5,6,aaScore08,1GN8,ATP,0.4618738819
CA_ACC_DON,1.5,5,6,aaScore05,1GN8,ATP,0.4388416816
CA_ACC_DON,1.5,5,6,SrelScore08,1GN8,ATP,0.4552772809
CA_ACC_DON,1.5,5,6,SrelScore05,1GN8,ATP,0.4618738819
CA_ACC_DON,1.5,5,6,SOScore08,1GN8,ATP,0.3602415027
CA_ACC_DON,1.5,5,6,SOScore05,1GN8,ATP,0.3627012522
CA_ACC_DON,1.5,5,6,RMSD,1DV2,ATP,0.5845259392
CA_ACC_DON,1.5,5,6,SO,1DV2,ATP,0.3455948122
CA_ACC_DON,1.5,5,6,Srel,1DV2,ATP,0.4768559928
CA_ACC_DON,1.5,5,6,Tanimoto,1DV2,ATP,0.4768559928
CA_ACC_DON,1.5,5,6,GO,1DV2,ATP,0.5560152057
CA_ACC_DON,1.5,5,6,aaScore08,1DV2,ATP,0.4233005367
CA_ACC_DON,1.5,5,6,aaScore05,1DV2,ATP,0.4246422182
CA_ACC_DON,1.5,5,6,SrelScore08,1DV2,ATP,0.4866949911
CA_ACC_DON,1.5,5,6,SrelScore05,1DV2,ATP,0.5040250447
CA_ACC_DON,1.5,5,6,SOScore08,1DV2,ATP,0.3483899821
CA_ACC_DON,1.5,5,6,SOScore05,1DV2,ATP,0.3714221825
CA_ACC_DON,1.5,5,6,RMSD,1E8X,ATP,0.4419722719
CA_ACC_DON,1.5,5,6,SO,1E8X,ATP,0.4103309481
CA_ACC_DON,1.5,5,6,Srel,1E8X,ATP,0.5423747764
CA_ACC_DON,1.5,5,6,Tanimoto,1E8X,ATP,0.5423747764
CA_ACC_DON,1.5,5,6,GO,1E8X,ATP,0.6258944544
CA_ACC_DON,1.5,5,6,aaScore08,1E8X,ATP,0.5330948122
CA_ACC_DON,1.5,5,6,aaScore05,1E8X,ATP,0.4833407871
CA_ACC_DON,1.5,5,6,SrelScore08,1E8X,ATP,0.553108229
CA_ACC_DON,1.5,5,6,SrelScore05,1E8X,ATP,0.5805008945
CA_ACC_DON,1.5,5,6,SOScore08,1E8X,ATP,0.4241949911
CA_ACC_DON,1.5,5,6,SOScore05,1E8X,ATP,0.4478980322
CA_ACC_DON,1.5,5,6,RMSD,1TID,ATP,0.5925760286
CA_ACC_DON,1.5,5,6,SO,1TID,ATP,0.3610241503
CA_ACC_DON,1.5,5,6,Srel,1TID,ATP,0.4702593918
CA_ACC_DON,1.5,5,6,Tanimoto,1TID,ATP,0.4702593918
CA_ACC_DON,1.5,5,6,GO,1TID,ATP,0.3813729875
CA_ACC_DON,1.5,5,6,aaScore08,1TID,ATP,0.4296735242
CA_ACC_DON,1.5,5,6,aaScore05,1TID,ATP,0.4555008945
CA_ACC_DON,1.5,5,6,SrelScore08,1TID,ATP,0.4617620751
CA_ACC_DON,1.5,5,6,SrelScore05,1TID,ATP,0.4470035778
CA_ACC_DON,1.5,5,6,SOScore08,1TID,ATP,0.353421288
CA_ACC_DON,1.5,5,6,SOScore05,1TID,ATP,0.3317307692
CA_ACC_DON,1.5,5,6,RMSD,1KVK,ATP,0.5329830054
CA_ACC_DON,1.5,5,6,SO,1KVK,ATP,0.3091457961
CA_ACC_DON,1.5,5,6,Srel,1KVK,ATP,0.4268783542
CA_ACC_DON,1.5,5,6,Tanimoto,1KVK,ATP,0.4268783542
CA_ACC_DON,1.5,5,6,GO,1KVK,ATP,0.5299642218
CA_ACC_DON,1.5,5,6,aaScore08,1KVK,ATP,0.4619856887
CA_ACC_DON,1.5,5,6,aaScore05,1KVK,ATP,0.4647808587
CA_ACC_DON,1.5,5,6,SrelScore08,1KVK,ATP,0.4288908766
CA_ACC_DON,1.5,5,6,SrelScore05,1KVK,ATP,0.4357110912
CA_ACC_DON,1.5,5,6,SOScore08,1KVK,ATP,0.3107110912
CA_ACC_DON,1.5,5,6,SOScore05,1KVK,ATP,0.3227862254
CA_ACC_DON,1.5,5,6,RMSD,1O9T,ATP,0.5173300537
CA_ACC_DON,1.5,5,6,SO,1O9T,ATP,0.3870751342
CA_ACC_DON,1.5,5,6,Srel,1O9T,ATP,0.5053667263
CA_ACC_DON,1.5,5,6,Tanimoto,1O9T,ATP,0.5053667263
CA_ACC_DON,1.5,5,6,GO,1O9T,ATP,0.5417039356
CA_ACC_DON,1.5,5,6,aaScore08,1O9T,ATP,0.4853533095
CA_ACC_DON,1.5,5,6,aaScore05,1O9T,ATP,0.4716010733
CA_ACC_DON,1.5,5,6,SrelScore08,1O9T,ATP,0.509391771
CA_ACC_DON,1.5,5,6,SrelScore05,1O9T,ATP,0.5150939177
CA_ACC_DON,1.5,5,6,SOScore08,1O9T,ATP,0.3890876565
CA_ACC_DON,1.5,5,6,SOScore05,1O9T,ATP,0.3908765653
CA_ACC_DON,1.5,5,6,RMSD,1A49,ATP,0.5572450805
CA_ACC_DON,1.5,5,6,SO,1A49,ATP,0.4433139535
CA_ACC_DON,1.5,5,6,Srel,1A49,ATP,0.5027951699
CA_ACC_DON,1.5,5,6,Tanimoto,1A49,ATP,0.5027951699
CA_ACC_DON,1.5,5,6,GO,1A49,ATP,0.5727862254
CA_ACC_DON,1.5,5,6,aaScore08,1A49,ATP,0.4413014311
CA_ACC_DON,1.5,5,6,aaScore05,1A49,ATP,0.4328041145
CA_ACC_DON,1.5,5,6,SrelScore08,1A49,ATP,0.5078264759
CA_ACC_DON,1.5,5,6,SrelScore05,1A49,ATP,0.5181127013
CA_ACC_DON,1.5,5,6,SOScore08,1A49,ATP,0.4462209302
CA_ACC_DON,1.5,5,6,SOScore05,1A49,ATP,0.4524821109
CA_ACC_DON,1.5,5,6,RMSD,1A0I,ATP,0.5288461538
CA_ACC_DON,1.5,5,6,SO,1A0I,ATP,0.4722719141
CA_ACC_DON,1.5,5,6,Srel,1A0I,ATP,0.5601520572
CA_ACC_DON,1.5,5,6,Tanimoto,1A0I,ATP,0.5601520572
CA_ACC_DON,1.5,5,6,GO,1A0I,ATP,0.5566860465
CA_ACC_DON,1.5,5,6,aaScore08,1A0I,ATP,0.4683586762
CA_ACC_DON,1.5,5,6,aaScore05,1A0I,ATP,0.4575134168
